"block","agegrp","sex","oud","healthcare_utilization_cost_healthcare_system"
"Buprenorphine","32_33","Female","Nonactive_Noninjection",168
"Buprenorphine","32_33","Female","Nonactive_Injection",269.04
"Buprenorphine","34_35","Male","Active_Noninjection",247
"Buprenorphine","34_35","Male","Active_Injection",361
"Buprenorphine","34_35","Male","Nonactive_Noninjection",168
"Buprenorphine","34_35","Male","Nonactive_Injection",269.04
"Buprenorphine","34_35","Female","Active_Noninjection",247
"Buprenorphine","34_35","Female","Active_Injection",361
"Buprenorphine","34_35","Female","Nonactive_Noninjection",168
"Buprenorphine","34_35","Female","Nonactive_Injection",269.04
"Buprenorphine","36_37","Male","Active_Noninjection",247
"Buprenorphine","36_37","Male","Active_Injection",361
"Buprenorphine","36_37","Male","Nonactive_Noninjection",168
"Buprenorphine","36_37","Male","Nonactive_Injection",269.04
"Buprenorphine","36_37","Female","Active_Noninjection",247
"Buprenorphine","36_37","Female","Active_Injection",361
"Buprenorphine","36_37","Female","Nonactive_Noninjection",168
"Buprenorphine","36_37","Female","Nonactive_Injection",269.04
"Buprenorphine","38_39","Male","Active_Noninjection",247
"Buprenorphine","38_39","Male","Active_Injection",361
"Buprenorphine","38_39","Male","Nonactive_Noninjection",168
"Buprenorphine","38_39","Male","Nonactive_Injection",269.04
"Buprenorphine","38_39","Female","Active_Noninjection",247
"Buprenorphine","38_39","Female","Active_Injection",361
"Buprenorphine","38_39","Female","Nonactive_Noninjection",168
"Buprenorphine","38_39","Female","Nonactive_Injection",269.04
"Buprenorphine","40_41","Male","Active_Noninjection",247
"Buprenorphine","40_41","Male","Active_Injection",361
"Buprenorphine","40_41","Male","Nonactive_Noninjection",168
"Buprenorphine","40_41","Male","Nonactive_Injection",269.04
"Buprenorphine","40_41","Female","Active_Noninjection",247
"Buprenorphine","40_41","Female","Active_Injection",361
"Buprenorphine","40_41","Female","Nonactive_Noninjection",168
"Buprenorphine","40_41","Female","Nonactive_Injection",269.04
"Buprenorphine","42_43","Male","Active_Noninjection",247
"Buprenorphine","42_43","Male","Active_Injection",361
"Buprenorphine","42_43","Male","Nonactive_Noninjection",168
"Buprenorphine","42_43","Male","Nonactive_Injection",269.04
"Buprenorphine","42_43","Female","Active_Noninjection",247
"Buprenorphine","42_43","Female","Active_Injection",361
"Buprenorphine","42_43","Female","Nonactive_Noninjection",168
"Buprenorphine","42_43","Female","Nonactive_Injection",269.04
"Buprenorphine","44_45","Male","Active_Noninjection",227.5
"Buprenorphine","44_45","Male","Active_Injection",336.5
"Buprenorphine","44_45","Male","Nonactive_Noninjection",151
"Buprenorphine","44_45","Male","Nonactive_Injection",246.52
"Buprenorphine","44_45","Female","Active_Noninjection",227.5
"Buprenorphine","44_45","Female","Active_Injection",336.5
"Buprenorphine","44_45","Female","Nonactive_Noninjection",151
"Buprenorphine","44_45","Female","Nonactive_Injection",246.52
"Buprenorphine","46_47","Male","Active_Noninjection",208
"Buprenorphine","46_47","Male","Active_Injection",312
"Buprenorphine","46_47","Male","Nonactive_Noninjection",134
"Buprenorphine","46_47","Male","Nonactive_Injection",224
"Buprenorphine","46_47","Female","Active_Noninjection",208
"Buprenorphine","46_47","Female","Active_Injection",312
"Buprenorphine","46_47","Female","Nonactive_Noninjection",134
"Buprenorphine","46_47","Female","Nonactive_Injection",224
"Buprenorphine","48_49","Male","Active_Noninjection",208
"Buprenorphine","48_49","Male","Active_Injection",312
"Buprenorphine","48_49","Male","Nonactive_Noninjection",134
"Buprenorphine","48_49","Male","Nonactive_Injection",224
"Buprenorphine","48_49","Female","Active_Noninjection",208
"Buprenorphine","48_49","Female","Active_Injection",312
"Buprenorphine","48_49","Female","Nonactive_Noninjection",134
"Buprenorphine","48_49","Female","Nonactive_Injection",224
"Buprenorphine","50_51","Male","Active_Noninjection",208
"Buprenorphine","50_51","Male","Active_Injection",312
"Buprenorphine","50_51","Male","Nonactive_Noninjection",134
"Buprenorphine","50_51","Male","Nonactive_Injection",224
"Buprenorphine","50_51","Female","Active_Noninjection",208
"Buprenorphine","50_51","Female","Active_Injection",312
"Buprenorphine","50_51","Female","Nonactive_Noninjection",134
"Buprenorphine","50_51","Female","Nonactive_Injection",224
"Buprenorphine","52_53","Male","Active_Noninjection",208
"Buprenorphine","52_53","Male","Active_Injection",312
"Buprenorphine","52_53","Male","Nonactive_Noninjection",134
"Buprenorphine","52_53","Male","Nonactive_Injection",224
"Buprenorphine","52_53","Female","Active_Noninjection",208
"Buprenorphine","52_53","Female","Active_Injection",312
"Buprenorphine","52_53","Female","Nonactive_Noninjection",134
"Buprenorphine","52_53","Female","Nonactive_Injection",224
"Buprenorphine","54_55","Male","Active_Noninjection",208
"Buprenorphine","54_55","Male","Active_Injection",312
"Buprenorphine","54_55","Male","Nonactive_Noninjection",134
"Buprenorphine","54_55","Male","Nonactive_Injection",224
"Buprenorphine","54_55","Female","Active_Noninjection",208
"Buprenorphine","54_55","Female","Active_Injection",312
"Buprenorphine","54_55","Female","Nonactive_Noninjection",134
"Buprenorphine","54_55","Female","Nonactive_Injection",224
"Buprenorphine","56_57","Male","Active_Noninjection",208
"Buprenorphine","56_57","Male","Active_Injection",312
"Buprenorphine","56_57","Male","Nonactive_Noninjection",134
"Buprenorphine","56_57","Male","Nonactive_Injection",224
"Buprenorphine","56_57","Female","Active_Noninjection",208
"Buprenorphine","56_57","Female","Active_Injection",312
"Buprenorphine","56_57","Female","Nonactive_Noninjection",134
"Buprenorphine","56_57","Female","Nonactive_Injection",224
"Buprenorphine","58_59","Male","Active_Noninjection",208
"Buprenorphine","58_59","Male","Active_Injection",312
"Buprenorphine","58_59","Male","Nonactive_Noninjection",134
"Buprenorphine","58_59","Male","Nonactive_Injection",224
"Buprenorphine","58_59","Female","Active_Noninjection",208
"Buprenorphine","58_59","Female","Active_Injection",312
"Buprenorphine","58_59","Female","Nonactive_Noninjection",134
"Buprenorphine","58_59","Female","Nonactive_Injection",224
"Buprenorphine","60_61","Male","Active_Noninjection",208
"Buprenorphine","60_61","Male","Active_Injection",312
"Buprenorphine","60_61","Male","Nonactive_Noninjection",134
"Buprenorphine","60_61","Male","Nonactive_Injection",224
"Buprenorphine","60_61","Female","Active_Noninjection",208
"Buprenorphine","60_61","Female","Active_Injection",312
"Buprenorphine","60_61","Female","Nonactive_Noninjection",134
"Buprenorphine","60_61","Female","Nonactive_Injection",224
"Buprenorphine","62_63","Male","Active_Noninjection",208
"Buprenorphine","62_63","Male","Active_Injection",312
"Buprenorphine","62_63","Male","Nonactive_Noninjection",134
"Buprenorphine","62_63","Male","Nonactive_Injection",224
"Buprenorphine","62_63","Female","Active_Noninjection",208
"Buprenorphine","62_63","Female","Active_Injection",312
"Buprenorphine","62_63","Female","Nonactive_Noninjection",134
"Buprenorphine","62_63","Female","Nonactive_Injection",224
"Buprenorphine","64_65","Male","Active_Noninjection",208
"Buprenorphine","64_65","Male","Active_Injection",312
"Buprenorphine","64_65","Male","Nonactive_Noninjection",134
"Buprenorphine","64_65","Male","Nonactive_Injection",224
"Buprenorphine","64_65","Female","Active_Noninjection",208
"Buprenorphine","64_65","Female","Active_Injection",312
"Buprenorphine","64_65","Female","Nonactive_Noninjection",134
"Buprenorphine","64_65","Female","Nonactive_Injection",224
"Buprenorphine","66_67","Male","Active_Noninjection",208
"Buprenorphine","66_67","Male","Active_Injection",312
"Buprenorphine","66_67","Male","Nonactive_Noninjection",134
"Buprenorphine","66_67","Male","Nonactive_Injection",224
"Buprenorphine","66_67","Female","Active_Noninjection",208
"Buprenorphine","66_67","Female","Active_Injection",312
"Buprenorphine","66_67","Female","Nonactive_Noninjection",134
"Buprenorphine","66_67","Female","Nonactive_Injection",224
"Buprenorphine","68_69","Male","Active_Noninjection",208
"Buprenorphine","68_69","Male","Active_Injection",312
"Buprenorphine","68_69","Male","Nonactive_Noninjection",134
"Buprenorphine","68_69","Male","Nonactive_Injection",224
"Buprenorphine","68_69","Female","Active_Noninjection",208
"Buprenorphine","68_69","Female","Active_Injection",312
"Buprenorphine","68_69","Female","Nonactive_Noninjection",134
"Buprenorphine","68_69","Female","Nonactive_Injection",224
"Buprenorphine","70_71","Male","Active_Noninjection",208
"Buprenorphine","70_71","Male","Active_Injection",312
"Buprenorphine","70_71","Male","Nonactive_Noninjection",134
"Buprenorphine","70_71","Male","Nonactive_Injection",224
"Buprenorphine","70_71","Female","Active_Noninjection",208
"Buprenorphine","70_71","Female","Active_Injection",312
"Buprenorphine","70_71","Female","Nonactive_Noninjection",134
"Buprenorphine","70_71","Female","Nonactive_Injection",224
"Buprenorphine","72_73","Male","Active_Noninjection",208
"Buprenorphine","72_73","Male","Active_Injection",312
"Buprenorphine","72_73","Male","Nonactive_Noninjection",134
"Buprenorphine","72_73","Male","Nonactive_Injection",224
"Buprenorphine","72_73","Female","Active_Noninjection",208
"Buprenorphine","72_73","Female","Active_Injection",312
"Buprenorphine","72_73","Female","Nonactive_Noninjection",134
"Buprenorphine","72_73","Female","Nonactive_Injection",224
"Buprenorphine","74_75","Male","Active_Noninjection",208
"Buprenorphine","74_75","Male","Active_Injection",312
"Buprenorphine","74_75","Male","Nonactive_Noninjection",134
"Buprenorphine","74_75","Male","Nonactive_Injection",224
"Buprenorphine","74_75","Female","Active_Noninjection",208
"Buprenorphine","74_75","Female","Active_Injection",312
"Buprenorphine","74_75","Female","Nonactive_Noninjection",134
"Buprenorphine","74_75","Female","Nonactive_Injection",224
"Buprenorphine","76_77","Male","Active_Noninjection",208
"Buprenorphine","76_77","Male","Active_Injection",312
"Buprenorphine","76_77","Male","Nonactive_Noninjection",134
"Buprenorphine","76_77","Male","Nonactive_Injection",224
"Buprenorphine","76_77","Female","Active_Noninjection",208
"Buprenorphine","76_77","Female","Active_Injection",312
"Buprenorphine","76_77","Female","Nonactive_Noninjection",134
"Buprenorphine","76_77","Female","Nonactive_Injection",224
"Buprenorphine","78_79","Male","Active_Noninjection",208
"Buprenorphine","78_79","Male","Active_Injection",312
"Buprenorphine","78_79","Male","Nonactive_Noninjection",134
"Buprenorphine","78_79","Male","Nonactive_Injection",224
"Buprenorphine","78_79","Female","Active_Noninjection",208
"Buprenorphine","78_79","Female","Active_Injection",312
"Buprenorphine","78_79","Female","Nonactive_Noninjection",134
"Buprenorphine","78_79","Female","Nonactive_Injection",224
"Buprenorphine","80_81","Male","Active_Noninjection",208
"Buprenorphine","80_81","Male","Active_Injection",312
"Buprenorphine","80_81","Male","Nonactive_Noninjection",134
"Buprenorphine","80_81","Male","Nonactive_Injection",224
"Buprenorphine","80_81","Female","Active_Noninjection",208
"Buprenorphine","80_81","Female","Active_Injection",312
"Buprenorphine","80_81","Female","Nonactive_Noninjection",134
"Buprenorphine","80_81","Female","Nonactive_Injection",224
"Buprenorphine","82_83","Male","Active_Noninjection",208
"Buprenorphine","82_83","Male","Active_Injection",312
"Buprenorphine","82_83","Male","Nonactive_Noninjection",134
"Buprenorphine","82_83","Male","Nonactive_Injection",224
"Buprenorphine","82_83","Female","Active_Noninjection",208
"Buprenorphine","82_83","Female","Active_Injection",312
"Buprenorphine","82_83","Female","Nonactive_Noninjection",134
"Buprenorphine","82_83","Female","Nonactive_Injection",224
"Buprenorphine","84_85","Male","Active_Noninjection",208
"Buprenorphine","84_85","Male","Active_Injection",312
"Buprenorphine","84_85","Male","Nonactive_Noninjection",134
"Buprenorphine","84_85","Male","Nonactive_Injection",224
"Buprenorphine","84_85","Female","Active_Noninjection",208
"Buprenorphine","84_85","Female","Active_Injection",312
"Buprenorphine","84_85","Female","Nonactive_Noninjection",134
"Buprenorphine","84_85","Female","Nonactive_Injection",224
"Buprenorphine","86_87","Male","Active_Noninjection",208
"Buprenorphine","86_87","Male","Active_Injection",312
"Buprenorphine","86_87","Male","Nonactive_Noninjection",134
"Buprenorphine","86_87","Male","Nonactive_Injection",224
"Buprenorphine","86_87","Female","Active_Noninjection",208
"Buprenorphine","86_87","Female","Active_Injection",312
"Buprenorphine","86_87","Female","Nonactive_Noninjection",134
"Buprenorphine","86_87","Female","Nonactive_Injection",224
"Buprenorphine","88_89","Male","Active_Noninjection",208
"Buprenorphine","88_89","Male","Active_Injection",312
"Buprenorphine","88_89","Male","Nonactive_Noninjection",134
"Buprenorphine","88_89","Male","Nonactive_Injection",224
"Buprenorphine","88_89","Female","Active_Noninjection",208
"Buprenorphine","88_89","Female","Active_Injection",312
"Buprenorphine","88_89","Female","Nonactive_Noninjection",134
"Buprenorphine","88_89","Female","Nonactive_Injection",224
"Buprenorphine","90_91","Male","Active_Noninjection",208
"Buprenorphine","90_91","Male","Active_Injection",312
"Buprenorphine","90_91","Male","Nonactive_Noninjection",134
"Buprenorphine","90_91","Male","Nonactive_Injection",224
"Buprenorphine","90_91","Female","Active_Noninjection",208
"Buprenorphine","90_91","Female","Active_Injection",312
"Buprenorphine","90_91","Female","Nonactive_Noninjection",134
"Buprenorphine","90_91","Female","Nonactive_Injection",224
"Buprenorphine","92_93","Male","Active_Noninjection",208
"Buprenorphine","92_93","Male","Active_Injection",312
"Buprenorphine","92_93","Male","Nonactive_Noninjection",134
"Buprenorphine","92_93","Male","Nonactive_Injection",224
"Buprenorphine","92_93","Female","Active_Noninjection",208
"Buprenorphine","92_93","Female","Active_Injection",312
"Buprenorphine","92_93","Female","Nonactive_Noninjection",134
"Buprenorphine","92_93","Female","Nonactive_Injection",224
"Buprenorphine","94_95","Male","Active_Noninjection",208
"Buprenorphine","94_95","Male","Active_Injection",312
"Buprenorphine","94_95","Male","Nonactive_Noninjection",134
"Buprenorphine","94_95","Male","Nonactive_Injection",224
"Buprenorphine","94_95","Female","Active_Noninjection",208
"Buprenorphine","94_95","Female","Active_Injection",312
"Buprenorphine","94_95","Female","Nonactive_Noninjection",134
"Buprenorphine","94_95","Female","Nonactive_Injection",224
"Buprenorphine","96_97","Male","Active_Noninjection",208
"Buprenorphine","96_97","Male","Active_Injection",312
"Buprenorphine","96_97","Male","Nonactive_Noninjection",134
"Buprenorphine","96_97","Male","Nonactive_Injection",224
"Buprenorphine","96_97","Female","Active_Noninjection",208
"Buprenorphine","96_97","Female","Active_Injection",312
"Buprenorphine","96_97","Female","Nonactive_Noninjection",134
"Buprenorphine","96_97","Female","Nonactive_Injection",224
"Buprenorphine","98_99","Male","Active_Noninjection",208
"Buprenorphine","98_99","Male","Active_Injection",312
"Buprenorphine","98_99","Male","Nonactive_Noninjection",134
"Buprenorphine","98_99","Male","Nonactive_Injection",224
"Buprenorphine","98_99","Female","Active_Noninjection",208
"Buprenorphine","98_99","Female","Active_Injection",312
"Buprenorphine","98_99","Female","Nonactive_Noninjection",134
"Buprenorphine","98_99","Female","Nonactive_Injection",224
"Naltrexone","10_11","Male","Active_Noninjection",222
"Naltrexone","10_11","Male","Active_Injection",323
"Naltrexone","10_11","Male","Nonactive_Noninjection",143
"Naltrexone","10_11","Male","Nonactive_Injection",230
"Naltrexone","10_11","Female","Active_Noninjection",222
"Naltrexone","10_11","Female","Active_Injection",323
"Naltrexone","10_11","Female","Nonactive_Noninjection",143
"Naltrexone","10_11","Female","Nonactive_Injection",230
"Naltrexone","12_13","Male","Active_Noninjection",222
"Naltrexone","12_13","Male","Active_Injection",323
"Naltrexone","12_13","Male","Nonactive_Noninjection",143
"Naltrexone","12_13","Male","Nonactive_Injection",230
"Naltrexone","12_13","Female","Active_Noninjection",222
"Naltrexone","12_13","Female","Active_Injection",323
"Naltrexone","12_13","Female","Nonactive_Noninjection",143
"Naltrexone","12_13","Female","Nonactive_Injection",230
"Naltrexone","14_15","Male","Active_Noninjection",222
"Naltrexone","14_15","Male","Active_Injection",323
"Naltrexone","14_15","Male","Nonactive_Noninjection",143
"Naltrexone","14_15","Male","Nonactive_Injection",230
"Naltrexone","14_15","Female","Active_Noninjection",222
"Naltrexone","14_15","Female","Active_Injection",323
"Naltrexone","14_15","Female","Nonactive_Noninjection",143
"Naltrexone","14_15","Female","Nonactive_Injection",230
"Naltrexone","16_17","Male","Active_Noninjection",222
"Naltrexone","16_17","Male","Active_Injection",323
"Naltrexone","16_17","Male","Nonactive_Noninjection",143
"Naltrexone","16_17","Male","Nonactive_Injection",230
"Naltrexone","16_17","Female","Active_Noninjection",222
"Naltrexone","16_17","Female","Active_Injection",323
"Naltrexone","16_17","Female","Nonactive_Noninjection",143
"Naltrexone","16_17","Female","Nonactive_Injection",230
"Naltrexone","18_19","Male","Active_Noninjection",222
"Naltrexone","18_19","Male","Active_Injection",323
"Naltrexone","18_19","Male","Nonactive_Noninjection",143
"Naltrexone","18_19","Male","Nonactive_Injection",230
"Naltrexone","18_19","Female","Active_Noninjection",222
"Naltrexone","18_19","Female","Active_Injection",323
"Naltrexone","18_19","Female","Nonactive_Noninjection",143
"Naltrexone","18_19","Female","Nonactive_Injection",230
"Naltrexone","20_21","Male","Active_Noninjection",222
"Naltrexone","20_21","Male","Active_Injection",323
"Naltrexone","20_21","Male","Nonactive_Noninjection",143
"Naltrexone","20_21","Male","Nonactive_Injection",230
"Naltrexone","20_21","Female","Active_Noninjection",222
"Naltrexone","20_21","Female","Active_Injection",323
"Naltrexone","20_21","Female","Nonactive_Noninjection",143
"Naltrexone","20_21","Female","Nonactive_Injection",230
"Naltrexone","22_23","Male","Active_Noninjection",222
"Naltrexone","22_23","Male","Active_Injection",323
"Naltrexone","22_23","Male","Nonactive_Noninjection",143
"Naltrexone","22_23","Male","Nonactive_Injection",230
"Naltrexone","22_23","Female","Active_Noninjection",222
"Naltrexone","22_23","Female","Active_Injection",323
"Naltrexone","22_23","Female","Nonactive_Noninjection",143
"Naltrexone","22_23","Female","Nonactive_Injection",230
"Naltrexone","24_25","Male","Active_Noninjection",278.5
"Naltrexone","24_25","Male","Active_Injection",391.5
"Naltrexone","24_25","Male","Nonactive_Noninjection",186.5
"Naltrexone","24_25","Male","Nonactive_Injection",254
"Naltrexone","24_25","Female","Active_Noninjection",278.5
"Naltrexone","24_25","Female","Active_Injection",391.5
"Naltrexone","24_25","Female","Nonactive_Noninjection",186.5
"Naltrexone","24_25","Female","Nonactive_Injection",254
"Naltrexone","26_27","Male","Active_Noninjection",335
"Naltrexone","26_27","Male","Active_Injection",460
"Naltrexone","26_27","Male","Nonactive_Noninjection",230
"Naltrexone","26_27","Male","Nonactive_Injection",278
"Naltrexone","26_27","Female","Active_Noninjection",335
"Naltrexone","26_27","Female","Active_Injection",460
"Naltrexone","26_27","Female","Nonactive_Noninjection",230
"Naltrexone","26_27","Female","Nonactive_Injection",278
"Naltrexone","28_29","Male","Active_Noninjection",335
"Naltrexone","28_29","Male","Active_Injection",460
"Naltrexone","28_29","Male","Nonactive_Noninjection",230
"Naltrexone","28_29","Male","Nonactive_Injection",278
"Naltrexone","28_29","Female","Active_Noninjection",335
"Naltrexone","28_29","Female","Active_Injection",460
"Naltrexone","28_29","Female","Nonactive_Noninjection",230
"Naltrexone","28_29","Female","Nonactive_Injection",278
"Naltrexone","30_31","Male","Active_Noninjection",335
"Naltrexone","30_31","Male","Active_Injection",460
"Naltrexone","30_31","Male","Nonactive_Noninjection",230
"Naltrexone","30_31","Male","Nonactive_Injection",278
"Naltrexone","30_31","Female","Active_Noninjection",335
"Naltrexone","30_31","Female","Active_Injection",460
"Naltrexone","30_31","Female","Nonactive_Noninjection",230
"Naltrexone","30_31","Female","Nonactive_Injection",278
"Naltrexone","32_33","Male","Active_Noninjection",335
"Naltrexone","32_33","Male","Active_Injection",460
"Naltrexone","32_33","Male","Nonactive_Noninjection",230
"Naltrexone","32_33","Male","Nonactive_Injection",278
"Naltrexone","32_33","Female","Active_Noninjection",335
"Naltrexone","32_33","Female","Active_Injection",460
"Naltrexone","32_33","Female","Nonactive_Noninjection",230
"Naltrexone","32_33","Female","Nonactive_Injection",278
"Naltrexone","34_35","Male","Active_Noninjection",335
"Naltrexone","34_35","Male","Active_Injection",460
"Naltrexone","34_35","Male","Nonactive_Noninjection",230
"Naltrexone","34_35","Male","Nonactive_Injection",278
"Naltrexone","34_35","Female","Active_Noninjection",335
"Naltrexone","34_35","Female","Active_Injection",460
"Naltrexone","34_35","Female","Nonactive_Noninjection",230
"Naltrexone","34_35","Female","Nonactive_Injection",278
"Naltrexone","36_37","Male","Active_Noninjection",335
"Naltrexone","36_37","Male","Active_Injection",460
"Naltrexone","36_37","Male","Nonactive_Noninjection",230
"Naltrexone","36_37","Male","Nonactive_Injection",278
"Naltrexone","36_37","Female","Active_Noninjection",335
"Naltrexone","36_37","Female","Active_Injection",460
"Naltrexone","36_37","Female","Nonactive_Noninjection",230
"Naltrexone","36_37","Female","Nonactive_Injection",278
"Naltrexone","38_39","Male","Active_Noninjection",335
"Naltrexone","38_39","Male","Active_Injection",460
"Naltrexone","38_39","Male","Nonactive_Noninjection",230
"Naltrexone","38_39","Male","Nonactive_Injection",278
"Naltrexone","38_39","Female","Active_Noninjection",335
"Naltrexone","38_39","Female","Active_Injection",460
"Naltrexone","38_39","Female","Nonactive_Noninjection",230
"Naltrexone","38_39","Female","Nonactive_Injection",278
"Naltrexone","40_41","Male","Active_Noninjection",335
"Naltrexone","40_41","Male","Active_Injection",460
"Naltrexone","40_41","Male","Nonactive_Noninjection",230
"Naltrexone","40_41","Male","Nonactive_Injection",278
"Naltrexone","40_41","Female","Active_Noninjection",335
"Naltrexone","40_41","Female","Active_Injection",460
"Naltrexone","40_41","Female","Nonactive_Noninjection",230
"Naltrexone","40_41","Female","Nonactive_Injection",278
"Naltrexone","42_43","Male","Active_Noninjection",335
"Naltrexone","42_43","Male","Active_Injection",460
"Naltrexone","42_43","Male","Nonactive_Noninjection",230
"Naltrexone","42_43","Male","Nonactive_Injection",278
"Naltrexone","42_43","Female","Active_Noninjection",335
"Naltrexone","42_43","Female","Active_Injection",460
"Naltrexone","42_43","Female","Nonactive_Noninjection",230
"Naltrexone","42_43","Female","Nonactive_Injection",278
"Naltrexone","44_45","Male","Active_Noninjection",308
"Naltrexone","44_45","Male","Active_Injection",425.5
"Naltrexone","44_45","Male","Nonactive_Noninjection",207
"Naltrexone","44_45","Male","Nonactive_Injection",278
"Naltrexone","44_45","Female","Active_Noninjection",308
"Naltrexone","44_45","Female","Active_Injection",425.5
"Naltrexone","44_45","Female","Nonactive_Noninjection",207
"Naltrexone","44_45","Female","Nonactive_Injection",278
"Naltrexone","46_47","Male","Active_Noninjection",281
"Naltrexone","46_47","Male","Active_Injection",391
"Naltrexone","46_47","Male","Nonactive_Noninjection",184
"Naltrexone","46_47","Male","Nonactive_Injection",278
"Naltrexone","46_47","Female","Active_Noninjection",281
"Naltrexone","46_47","Female","Active_Injection",391
"Naltrexone","46_47","Female","Nonactive_Noninjection",184
"Naltrexone","46_47","Female","Nonactive_Injection",278
"Naltrexone","48_49","Male","Active_Noninjection",281
"Naltrexone","48_49","Male","Active_Injection",391
"Naltrexone","48_49","Male","Nonactive_Noninjection",184
"Naltrexone","48_49","Male","Nonactive_Injection",278
"Naltrexone","48_49","Female","Active_Noninjection",281
"Naltrexone","48_49","Female","Active_Injection",391
"Naltrexone","48_49","Female","Nonactive_Noninjection",184
"Naltrexone","48_49","Female","Nonactive_Injection",278
"Naltrexone","50_51","Male","Active_Noninjection",281
"Naltrexone","50_51","Male","Active_Injection",391
"Naltrexone","50_51","Male","Nonactive_Noninjection",184
"Naltrexone","50_51","Male","Nonactive_Injection",278
"Naltrexone","50_51","Female","Active_Noninjection",281
"Naltrexone","50_51","Female","Active_Injection",391
"Naltrexone","50_51","Female","Nonactive_Noninjection",184
"Naltrexone","50_51","Female","Nonactive_Injection",278
"Naltrexone","52_53","Male","Active_Noninjection",281
"Naltrexone","52_53","Male","Active_Injection",391
"Naltrexone","52_53","Male","Nonactive_Noninjection",184
"Naltrexone","52_53","Male","Nonactive_Injection",278
"Naltrexone","52_53","Female","Active_Noninjection",281
"Naltrexone","52_53","Female","Active_Injection",391
"Naltrexone","52_53","Female","Nonactive_Noninjection",184
"Naltrexone","52_53","Female","Nonactive_Injection",278
"Naltrexone","54_55","Male","Active_Noninjection",281
"Naltrexone","54_55","Male","Active_Injection",391
"Naltrexone","54_55","Male","Nonactive_Noninjection",184
"Naltrexone","54_55","Male","Nonactive_Injection",278
"Naltrexone","54_55","Female","Active_Noninjection",281
"Naltrexone","54_55","Female","Active_Injection",391
"Naltrexone","54_55","Female","Nonactive_Noninjection",184
"Naltrexone","54_55","Female","Nonactive_Injection",278
"Naltrexone","56_57","Male","Active_Noninjection",281
"Naltrexone","56_57","Male","Active_Injection",391
"Naltrexone","56_57","Male","Nonactive_Noninjection",184
"Naltrexone","56_57","Male","Nonactive_Injection",278
"Naltrexone","56_57","Female","Active_Noninjection",281
"Naltrexone","56_57","Female","Active_Injection",391
"Naltrexone","56_57","Female","Nonactive_Noninjection",184
"Naltrexone","56_57","Female","Nonactive_Injection",278
"Naltrexone","58_59","Male","Active_Noninjection",281
"Naltrexone","58_59","Male","Active_Injection",391
"Naltrexone","58_59","Male","Nonactive_Noninjection",184
"Naltrexone","58_59","Male","Nonactive_Injection",278
"Naltrexone","58_59","Female","Active_Noninjection",281
"Naltrexone","58_59","Female","Active_Injection",391
"Naltrexone","58_59","Female","Nonactive_Noninjection",184
"Naltrexone","58_59","Female","Nonactive_Injection",278
"Naltrexone","60_61","Male","Active_Noninjection",281
"Naltrexone","60_61","Male","Active_Injection",391
"Naltrexone","60_61","Male","Nonactive_Noninjection",184
"Naltrexone","60_61","Male","Nonactive_Injection",278
"Naltrexone","60_61","Female","Active_Noninjection",281
"Naltrexone","60_61","Female","Active_Injection",391
"Naltrexone","60_61","Female","Nonactive_Noninjection",184
