"block","agegrp","sex","oud","healthcare_utilization_cost_healthcare_system"
"Naltrexone","60_61","Female","Nonactive_Injection",278
"Naltrexone","62_63","Male","Active_Noninjection",281
"Naltrexone","62_63","Male","Active_Injection",391
"Naltrexone","62_63","Male","Nonactive_Noninjection",184
"Naltrexone","62_63","Male","Nonactive_Injection",278
"Naltrexone","62_63","Female","Active_Noninjection",281
"Naltrexone","62_63","Female","Active_Injection",391
"Naltrexone","62_63","Female","Nonactive_Noninjection",184
"Naltrexone","62_63","Female","Nonactive_Injection",278
"Naltrexone","64_65","Male","Active_Noninjection",281
"Naltrexone","64_65","Male","Active_Injection",391
"Naltrexone","64_65","Male","Nonactive_Noninjection",184
"Naltrexone","64_65","Male","Nonactive_Injection",278
"Naltrexone","64_65","Female","Active_Noninjection",281
"Naltrexone","64_65","Female","Active_Injection",391
"Naltrexone","64_65","Female","Nonactive_Noninjection",184
"Naltrexone","64_65","Female","Nonactive_Injection",278
"Naltrexone","66_67","Male","Active_Noninjection",281
"Naltrexone","66_67","Male","Active_Injection",391
"Naltrexone","66_67","Male","Nonactive_Noninjection",184
"Naltrexone","66_67","Male","Nonactive_Injection",278
"Naltrexone","66_67","Female","Active_Noninjection",281
"Naltrexone","66_67","Female","Active_Injection",391
"Naltrexone","66_67","Female","Nonactive_Noninjection",184
"Naltrexone","66_67","Female","Nonactive_Injection",278
"Naltrexone","68_69","Male","Active_Noninjection",281
"Naltrexone","68_69","Male","Active_Injection",391
"Naltrexone","68_69","Male","Nonactive_Noninjection",184
"Naltrexone","68_69","Male","Nonactive_Injection",278
"Naltrexone","68_69","Female","Active_Noninjection",281
"Naltrexone","68_69","Female","Active_Injection",391
"Naltrexone","68_69","Female","Nonactive_Noninjection",184
"Naltrexone","68_69","Female","Nonactive_Injection",278
"Naltrexone","70_71","Male","Active_Noninjection",281
"Naltrexone","70_71","Male","Active_Injection",391
"Naltrexone","70_71","Male","Nonactive_Noninjection",184
"Naltrexone","70_71","Male","Nonactive_Injection",278
"Naltrexone","70_71","Female","Active_Noninjection",281
"Naltrexone","70_71","Female","Active_Injection",391
"Naltrexone","70_71","Female","Nonactive_Noninjection",184
"Naltrexone","70_71","Female","Nonactive_Injection",278
"Naltrexone","72_73","Male","Active_Noninjection",281
"Naltrexone","72_73","Male","Active_Injection",391
"Naltrexone","72_73","Male","Nonactive_Noninjection",184
"Naltrexone","72_73","Male","Nonactive_Injection",278
"Naltrexone","72_73","Female","Active_Noninjection",281
"Naltrexone","72_73","Female","Active_Injection",391
"Naltrexone","72_73","Female","Nonactive_Noninjection",184
"Naltrexone","72_73","Female","Nonactive_Injection",278
"Naltrexone","74_75","Male","Active_Noninjection",281
"Naltrexone","74_75","Male","Active_Injection",391
"Naltrexone","74_75","Male","Nonactive_Noninjection",184
"Naltrexone","74_75","Male","Nonactive_Injection",278
"Naltrexone","74_75","Female","Active_Noninjection",281
"Naltrexone","74_75","Female","Active_Injection",391
"Naltrexone","74_75","Female","Nonactive_Noninjection",184
"Naltrexone","74_75","Female","Nonactive_Injection",278
"Naltrexone","76_77","Male","Active_Noninjection",281
"Naltrexone","76_77","Male","Active_Injection",391
"Naltrexone","76_77","Male","Nonactive_Noninjection",184
"Naltrexone","76_77","Male","Nonactive_Injection",278
"Naltrexone","76_77","Female","Active_Noninjection",281
"Naltrexone","76_77","Female","Active_Injection",391
"Naltrexone","76_77","Female","Nonactive_Noninjection",184
"Naltrexone","76_77","Female","Nonactive_Injection",278
"Naltrexone","78_79","Male","Active_Noninjection",281
"Naltrexone","78_79","Male","Active_Injection",391
"Naltrexone","78_79","Male","Nonactive_Noninjection",184
"Naltrexone","78_79","Male","Nonactive_Injection",278
"Naltrexone","78_79","Female","Active_Noninjection",281
"Naltrexone","78_79","Female","Active_Injection",391
"Naltrexone","78_79","Female","Nonactive_Noninjection",184
"Naltrexone","78_79","Female","Nonactive_Injection",278
"Naltrexone","80_81","Male","Active_Noninjection",281
"Naltrexone","80_81","Male","Active_Injection",391
"Naltrexone","80_81","Male","Nonactive_Noninjection",184
"Naltrexone","80_81","Male","Nonactive_Injection",278
"Naltrexone","80_81","Female","Active_Noninjection",281
"Naltrexone","80_81","Female","Active_Injection",391
"Naltrexone","80_81","Female","Nonactive_Noninjection",184
"Naltrexone","80_81","Female","Nonactive_Injection",278
"Naltrexone","82_83","Male","Active_Noninjection",281
"Naltrexone","82_83","Male","Active_Injection",391
"Naltrexone","82_83","Male","Nonactive_Noninjection",184
"Naltrexone","82_83","Male","Nonactive_Injection",278
"Naltrexone","82_83","Female","Active_Noninjection",281
"Naltrexone","82_83","Female","Active_Injection",391
"Naltrexone","82_83","Female","Nonactive_Noninjection",184
"Naltrexone","82_83","Female","Nonactive_Injection",278
"Naltrexone","84_85","Male","Active_Noninjection",281
"Naltrexone","84_85","Male","Active_Injection",391
"Naltrexone","84_85","Male","Nonactive_Noninjection",184
"Naltrexone","84_85","Male","Nonactive_Injection",278
"Naltrexone","84_85","Female","Active_Noninjection",281
"Naltrexone","84_85","Female","Active_Injection",391
"Naltrexone","84_85","Female","Nonactive_Noninjection",184
"Naltrexone","84_85","Female","Nonactive_Injection",278
"Naltrexone","86_87","Male","Active_Noninjection",281
"Naltrexone","86_87","Male","Active_Injection",391
"Naltrexone","86_87","Male","Nonactive_Noninjection",184
"Naltrexone","86_87","Male","Nonactive_Injection",278
"Naltrexone","86_87","Female","Active_Noninjection",281
"Naltrexone","86_87","Female","Active_Injection",391
"Naltrexone","86_87","Female","Nonactive_Noninjection",184
"Naltrexone","86_87","Female","Nonactive_Injection",278
"Naltrexone","88_89","Male","Active_Noninjection",281
"Naltrexone","88_89","Male","Active_Injection",391
"Naltrexone","88_89","Male","Nonactive_Noninjection",184
"Naltrexone","88_89","Male","Nonactive_Injection",278
"Naltrexone","88_89","Female","Active_Noninjection",281
"Naltrexone","88_89","Female","Active_Injection",391
"Naltrexone","88_89","Female","Nonactive_Noninjection",184
"Naltrexone","88_89","Female","Nonactive_Injection",278
"Naltrexone","90_91","Male","Active_Noninjection",281
"Naltrexone","90_91","Male","Active_Injection",391
"Naltrexone","90_91","Male","Nonactive_Noninjection",184
"Naltrexone","90_91","Male","Nonactive_Injection",278
"Naltrexone","90_91","Female","Active_Noninjection",281
"Naltrexone","90_91","Female","Active_Injection",391
"Naltrexone","90_91","Female","Nonactive_Noninjection",184
"Naltrexone","90_91","Female","Nonactive_Injection",278
"Naltrexone","92_93","Male","Active_Noninjection",281
"Naltrexone","92_93","Male","Active_Injection",391
"Naltrexone","92_93","Male","Nonactive_Noninjection",184
"Naltrexone","92_93","Male","Nonactive_Injection",278
"Naltrexone","92_93","Female","Active_Noninjection",281
"Naltrexone","92_93","Female","Active_Injection",391
"Naltrexone","92_93","Female","Nonactive_Noninjection",184
"Naltrexone","92_93","Female","Nonactive_Injection",278
"Naltrexone","94_95","Male","Active_Noninjection",281
"Naltrexone","94_95","Male","Active_Injection",391
"Naltrexone","94_95","Male","Nonactive_Noninjection",184
"Naltrexone","94_95","Male","Nonactive_Injection",278
"Naltrexone","94_95","Female","Active_Noninjection",281
"Naltrexone","94_95","Female","Active_Injection",391
"Naltrexone","94_95","Female","Nonactive_Noninjection",184
"Naltrexone","94_95","Female","Nonactive_Injection",278
"Naltrexone","96_97","Male","Active_Noninjection",281
"Naltrexone","96_97","Male","Active_Injection",391
"Naltrexone","96_97","Male","Nonactive_Noninjection",184
"Naltrexone","96_97","Male","Nonactive_Injection",278
"Naltrexone","96_97","Female","Active_Noninjection",281
"Naltrexone","96_97","Female","Active_Injection",391
"Naltrexone","96_97","Female","Nonactive_Noninjection",184
"Naltrexone","96_97","Female","Nonactive_Injection",278
"Naltrexone","98_99","Male","Active_Noninjection",281
"Naltrexone","98_99","Male","Active_Injection",391
"Naltrexone","98_99","Male","Nonactive_Noninjection",184
"Naltrexone","98_99","Male","Nonactive_Injection",278
"Naltrexone","98_99","Female","Active_Noninjection",281
"Naltrexone","98_99","Female","Active_Injection",391
"Naltrexone","98_99","Female","Nonactive_Noninjection",184
"Naltrexone","98_99","Female","Nonactive_Injection",278
"Methadone","10_11","Male","Active_Noninjection",162.22
"Methadone","10_11","Male","Active_Injection",256.48
"Methadone","10_11","Male","Nonactive_Noninjection",105.14
"Methadone","10_11","Male","Nonactive_Injection",187.01
"Methadone","10_11","Female","Active_Noninjection",162.22
"Methadone","10_11","Female","Active_Injection",256.48
"Methadone","10_11","Female","Nonactive_Noninjection",105.14
"Methadone","10_11","Female","Nonactive_Injection",187.01
"Methadone","12_13","Male","Active_Noninjection",162.22
"Methadone","12_13","Male","Active_Injection",256.48
"Methadone","12_13","Male","Nonactive_Noninjection",105.14
"Methadone","12_13","Male","Nonactive_Injection",187.01
"Methadone","12_13","Female","Active_Noninjection",162.22
"Methadone","12_13","Female","Active_Injection",256.48
"Methadone","12_13","Female","Nonactive_Noninjection",105.14
"Methadone","12_13","Female","Nonactive_Injection",187.01
"Methadone","14_15","Male","Active_Noninjection",162.22
"Methadone","14_15","Male","Active_Injection",256.48
"Methadone","14_15","Male","Nonactive_Noninjection",105.14
"Methadone","14_15","Male","Nonactive_Injection",187.01
"Methadone","14_15","Female","Active_Noninjection",162.22
"Methadone","14_15","Female","Active_Injection",256.48
"Methadone","14_15","Female","Nonactive_Noninjection",105.14
"Methadone","14_15","Female","Nonactive_Injection",187.01
"Methadone","16_17","Male","Active_Noninjection",162.22
"Methadone","16_17","Male","Active_Injection",256.48
"Methadone","16_17","Male","Nonactive_Noninjection",105.14
"Methadone","16_17","Male","Nonactive_Injection",187.01
"Methadone","16_17","Female","Active_Noninjection",162.22
"Methadone","16_17","Female","Active_Injection",256.48
"Methadone","16_17","Female","Nonactive_Noninjection",105.14
"Methadone","16_17","Female","Nonactive_Injection",187.01
"Methadone","18_19","Male","Active_Noninjection",162.22
"Methadone","18_19","Male","Active_Injection",256.48
"Methadone","18_19","Male","Nonactive_Noninjection",105.14
"Methadone","18_19","Male","Nonactive_Injection",187.01
"Methadone","18_19","Female","Active_Noninjection",162.22
"Methadone","18_19","Female","Active_Injection",256.48
"Methadone","18_19","Female","Nonactive_Noninjection",105.14
"Methadone","18_19","Female","Nonactive_Injection",187.01
"Methadone","20_21","Male","Active_Noninjection",162.22
"Methadone","20_21","Male","Active_Injection",256.48
"Methadone","20_21","Male","Nonactive_Noninjection",105.14
"Methadone","20_21","Male","Nonactive_Injection",187.01
"Methadone","20_21","Female","Active_Noninjection",162.22
"Methadone","20_21","Female","Active_Injection",256.48
"Methadone","20_21","Female","Nonactive_Noninjection",105.14
"Methadone","20_21","Female","Nonactive_Injection",187.01
"Methadone","22_23","Male","Active_Noninjection",162.22
"Methadone","22_23","Male","Active_Injection",256.48
"Methadone","22_23","Male","Nonactive_Noninjection",105.14
"Methadone","22_23","Male","Nonactive_Injection",187.01
"Methadone","22_23","Female","Active_Noninjection",162.22
"Methadone","22_23","Female","Active_Injection",256.48
"Methadone","22_23","Female","Nonactive_Noninjection",105.14
"Methadone","22_23","Female","Nonactive_Injection",187.01
"Methadone","24_25","Male","Active_Noninjection",204.48
"Methadone","24_25","Male","Active_Injection",308.705
"Methadone","24_25","Male","Nonactive_Noninjection",136.655
"Methadone","24_25","Male","Nonactive_Injection",228.025
"Methadone","24_25","Female","Active_Noninjection",204.48
"Methadone","24_25","Female","Active_Injection",308.705
"Methadone","24_25","Female","Nonactive_Noninjection",136.655
"Methadone","24_25","Female","Nonactive_Injection",228.025
"Methadone","26_27","Male","Active_Noninjection",246.74
"Methadone","26_27","Male","Active_Injection",360.93
"Methadone","26_27","Male","Nonactive_Noninjection",168.17
"Methadone","26_27","Male","Nonactive_Injection",269.04
"Methadone","26_27","Female","Active_Noninjection",246.74
"Methadone","26_27","Female","Active_Injection",360.93
"Methadone","26_27","Female","Nonactive_Noninjection",168.17
"Methadone","26_27","Female","Nonactive_Injection",269.04
"Methadone","28_29","Male","Active_Noninjection",246.74
"Methadone","28_29","Male","Active_Injection",360.93
"Methadone","28_29","Male","Nonactive_Noninjection",168.17
"Methadone","28_29","Male","Nonactive_Injection",269.04
"Methadone","28_29","Female","Active_Noninjection",246.74
"Methadone","28_29","Female","Active_Injection",360.93
"Methadone","28_29","Female","Nonactive_Noninjection",168.17
"Methadone","28_29","Female","Nonactive_Injection",269.04
"Methadone","30_31","Male","Active_Noninjection",246.74
"Methadone","30_31","Male","Active_Injection",360.93
"Methadone","30_31","Male","Nonactive_Noninjection",168.17
"Methadone","30_31","Male","Nonactive_Injection",269.04
"Methadone","30_31","Female","Active_Noninjection",246.74
"Methadone","30_31","Female","Active_Injection",360.93
"Methadone","30_31","Female","Nonactive_Noninjection",168.17
"Methadone","30_31","Female","Nonactive_Injection",269.04
"Methadone","32_33","Male","Active_Noninjection",246.74
"Methadone","32_33","Male","Active_Injection",360.93
"Methadone","32_33","Male","Nonactive_Noninjection",168.17
"Methadone","32_33","Male","Nonactive_Injection",269.04
"Methadone","32_33","Female","Active_Noninjection",246.74
"Methadone","32_33","Female","Active_Injection",360.93
"Methadone","32_33","Female","Nonactive_Noninjection",168.17
"Methadone","32_33","Female","Nonactive_Injection",269.04
"Methadone","34_35","Male","Active_Noninjection",246.74
"Methadone","34_35","Male","Active_Injection",360.93
"Methadone","34_35","Male","Nonactive_Noninjection",168.17
"Methadone","34_35","Male","Nonactive_Injection",269.04
"Methadone","34_35","Female","Active_Noninjection",246.74
"Methadone","34_35","Female","Active_Injection",360.93
"Methadone","34_35","Female","Nonactive_Noninjection",168.17
"Methadone","34_35","Female","Nonactive_Injection",269.04
"Methadone","36_37","Male","Active_Noninjection",246.74
"Methadone","36_37","Male","Active_Injection",360.93
"Methadone","36_37","Male","Nonactive_Noninjection",168.17
"Methadone","36_37","Male","Nonactive_Injection",269.04
"Methadone","36_37","Female","Active_Noninjection",246.74
"Methadone","36_37","Female","Active_Injection",360.93
"Methadone","36_37","Female","Nonactive_Noninjection",168.17
"Methadone","36_37","Female","Nonactive_Injection",269.04
"Methadone","38_39","Male","Active_Noninjection",246.74
"Methadone","38_39","Male","Active_Injection",360.93
"Methadone","38_39","Male","Nonactive_Noninjection",168.17
"Methadone","38_39","Male","Nonactive_Injection",269.04
"Methadone","38_39","Female","Active_Noninjection",246.74
"Methadone","38_39","Female","Active_Injection",360.93
"Methadone","38_39","Female","Nonactive_Noninjection",168.17
"Methadone","38_39","Female","Nonactive_Injection",269.04
"Methadone","40_41","Male","Active_Noninjection",246.74
"Methadone","40_41","Male","Active_Injection",360.93
"Methadone","40_41","Male","Nonactive_Noninjection",168.17
"Methadone","40_41","Male","Nonactive_Injection",269.04
"Methadone","40_41","Female","Active_Noninjection",246.74
"Methadone","40_41","Female","Active_Injection",360.93
"Methadone","40_41","Female","Nonactive_Noninjection",168.17
"Methadone","40_41","Female","Nonactive_Injection",269.04
"Methadone","42_43","Male","Active_Noninjection",246.74
"Methadone","42_43","Male","Active_Injection",360.93
"Methadone","42_43","Male","Nonactive_Noninjection",168.17
"Methadone","42_43","Male","Nonactive_Injection",269.04
"Methadone","42_43","Female","Active_Noninjection",246.74
"Methadone","42_43","Female","Active_Injection",360.93
"Methadone","42_43","Female","Nonactive_Noninjection",168.17
"Methadone","42_43","Female","Nonactive_Injection",269.04
"Methadone","44_45","Male","Active_Noninjection",227.37
"Methadone","44_45","Male","Active_Injection",336.49
"Methadone","44_45","Male","Nonactive_Noninjection",151.05
"Methadone","44_45","Male","Nonactive_Injection",246.595
"Methadone","44_45","Female","Active_Noninjection",227.37
"Methadone","44_45","Female","Active_Injection",336.49
"Methadone","44_45","Female","Nonactive_Noninjection",151.05
"Methadone","44_45","Female","Nonactive_Injection",246.595
"Methadone","46_47","Male","Active_Noninjection",208
"Methadone","46_47","Male","Active_Injection",312.05
"Methadone","46_47","Male","Nonactive_Noninjection",133.93
"Methadone","46_47","Male","Nonactive_Injection",224.15
"Methadone","46_47","Female","Active_Noninjection",208
"Methadone","46_47","Female","Active_Injection",312.05
"Methadone","46_47","Female","Nonactive_Noninjection",133.93
"Methadone","46_47","Female","Nonactive_Injection",224.15
"Methadone","48_49","Male","Active_Noninjection",208
"Methadone","48_49","Male","Active_Injection",312.05
"Methadone","48_49","Male","Nonactive_Noninjection",133.93
"Methadone","48_49","Male","Nonactive_Injection",224.15
"Methadone","48_49","Female","Active_Noninjection",208
"Methadone","48_49","Female","Active_Injection",312.05
"Methadone","48_49","Female","Nonactive_Noninjection",133.93
"Methadone","48_49","Female","Nonactive_Injection",224.15
"Methadone","50_51","Male","Active_Noninjection",208
"Methadone","50_51","Male","Active_Injection",312.05
"Methadone","50_51","Male","Nonactive_Noninjection",133.93
"Methadone","50_51","Male","Nonactive_Injection",224.15
"Methadone","50_51","Female","Active_Noninjection",208
"Methadone","50_51","Female","Active_Injection",312.05
"Methadone","50_51","Female","Nonactive_Noninjection",133.93
"Methadone","50_51","Female","Nonactive_Injection",224.15
"Methadone","52_53","Male","Active_Noninjection",208
"Methadone","52_53","Male","Active_Injection",312.05
"Methadone","52_53","Male","Nonactive_Noninjection",133.93
"Methadone","52_53","Male","Nonactive_Injection",224.15
"Methadone","52_53","Female","Active_Noninjection",208
"Methadone","52_53","Female","Active_Injection",312.05
"Methadone","52_53","Female","Nonactive_Noninjection",133.93
"Methadone","52_53","Female","Nonactive_Injection",224.15
"Methadone","54_55","Male","Active_Noninjection",208
"Methadone","54_55","Male","Active_Injection",312.05
"Methadone","54_55","Male","Nonactive_Noninjection",133.93
"Methadone","54_55","Male","Nonactive_Injection",224.15
"Methadone","54_55","Female","Active_Noninjection",208
"Methadone","54_55","Female","Active_Injection",312.05
"Methadone","54_55","Female","Nonactive_Noninjection",133.93
"Methadone","54_55","Female","Nonactive_Injection",224.15
"Methadone","56_57","Male","Active_Noninjection",208
"Methadone","56_57","Male","Active_Injection",312.05
"Methadone","56_57","Male","Nonactive_Noninjection",133.93
"Methadone","56_57","Male","Nonactive_Injection",224.15
"Methadone","56_57","Female","Active_Noninjection",208
"Methadone","56_57","Female","Active_Injection",312.05
"Methadone","56_57","Female","Nonactive_Noninjection",133.93
"Methadone","56_57","Female","Nonactive_Injection",224.15
"Methadone","58_59","Male","Active_Noninjection",208
"Methadone","58_59","Male","Active_Injection",312.05
"Methadone","58_59","Male","Nonactive_Noninjection",133.93
"Methadone","58_59","Male","Nonactive_Injection",224.15
"Methadone","58_59","Female","Active_Noninjection",208
"Methadone","58_59","Female","Active_Injection",312.05
"Methadone","58_59","Female","Nonactive_Noninjection",133.93
"Methadone","58_59","Female","Nonactive_Injection",224.15
"Methadone","60_61","Male","Active_Noninjection",208
"Methadone","60_61","Male","Active_Injection",312.05
"Methadone","60_61","Male","Nonactive_Noninjection",133.93
"Methadone","60_61","Male","Nonactive_Injection",224.15
"Methadone","60_61","Female","Active_Noninjection",208
"Methadone","60_61","Female","Active_Injection",312.05
"Methadone","60_61","Female","Nonactive_Noninjection",133.93
"Methadone","60_61","Female","Nonactive_Injection",224.15
"Methadone","62_63","Male","Active_Noninjection",208
"Methadone","62_63","Male","Active_Injection",312.05
"Methadone","62_63","Male","Nonactive_Noninjection",133.93
"Methadone","62_63","Male","Nonactive_Injection",224.15
"Methadone","62_63","Female","Active_Noninjection",208
"Methadone","62_63","Female","Active_Injection",312.05
"Methadone","62_63","Female","Nonactive_Noninjection",133.93
"Methadone","62_63","Female","Nonactive_Injection",224.15
"Methadone","64_65","Male","Active_Noninjection",208
"Methadone","64_65","Male","Active_Injection",312.05
"Methadone","64_65","Male","Nonactive_Noninjection",133.93
"Methadone","64_65","Male","Nonactive_Injection",224.15
"Methadone","64_65","Female","Active_Noninjection",208
"Methadone","64_65","Female","Active_Injection",312.05
"Methadone","64_65","Female","Nonactive_Noninjection",133.93
"Methadone","64_65","Female","Nonactive_Injection",224.15
"Methadone","66_67","Male","Active_Noninjection",208
"Methadone","66_67","Male","Active_Injection",312.05
"Methadone","66_67","Male","Nonactive_Noninjection",133.93
"Methadone","66_67","Male","Nonactive_Injection",224.15
"Methadone","66_67","Female","Active_Noninjection",208
"Methadone","66_67","Female","Active_Injection",312.05
"Methadone","66_67","Female","Nonactive_Noninjection",133.93
"Methadone","66_67","Female","Nonactive_Injection",224.15
"Methadone","68_69","Male","Active_Noninjection",208
"Methadone","68_69","Male","Active_Injection",312.05
"Methadone","68_69","Male","Nonactive_Noninjection",133.93
"Methadone","68_69","Male","Nonactive_Injection",224.15
"Methadone","68_69","Female","Active_Noninjection",208
"Methadone","68_69","Female","Active_Injection",312.05
"Methadone","68_69","Female","Nonactive_Noninjection",133.93
"Methadone","68_69","Female","Nonactive_Injection",224.15
"Methadone","70_71","Male","Active_Noninjection",208
"Methadone","70_71","Male","Active_Injection",312.05
"Methadone","70_71","Male","Nonactive_Noninjection",133.93
"Methadone","70_71","Male","Nonactive_Injection",224.15
"Methadone","70_71","Female","Active_Noninjection",208
"Methadone","70_71","Female","Active_Injection",312.05
"Methadone","70_71","Female","Nonactive_Noninjection",133.93
"Methadone","70_71","Female","Nonactive_Injection",224.15
"Methadone","72_73","Male","Active_Noninjection",208
"Methadone","72_73","Male","Active_Injection",312.05
"Methadone","72_73","Male","Nonactive_Noninjection",133.93
"Methadone","72_73","Male","Nonactive_Injection",224.15
"Methadone","72_73","Female","Active_Noninjection",208
"Methadone","72_73","Female","Active_Injection",312.05
"Methadone","72_73","Female","Nonactive_Noninjection",133.93
"Methadone","72_73","Female","Nonactive_Injection",224.15
"Methadone","74_75","Male","Active_Noninjection",208
"Methadone","74_75","Male","Active_Injection",312.05
"Methadone","74_75","Male","Nonactive_Noninjection",133.93
"Methadone","74_75","Male","Nonactive_Injection",224.15
"Methadone","74_75","Female","Active_Noninjection",208
"Methadone","74_75","Female","Active_Injection",312.05
"Methadone","74_75","Female","Nonactive_Noninjection",133.93
"Methadone","74_75","Female","Nonactive_Injection",224.15
"Methadone","76_77","Male","Active_Noninjection",208
"Methadone","76_77","Male","Active_Injection",312.05
"Methadone","76_77","Male","Nonactive_Noninjection",133.93
"Methadone","76_77","Male","Nonactive_Injection",224.15
"Methadone","76_77","Female","Active_Noninjection",208
"Methadone","76_77","Female","Active_Injection",312.05
"Methadone","76_77","Female","Nonactive_Noninjection",133.93
"Methadone","76_77","Female","Nonactive_Injection",224.15
"Methadone","78_79","Male","Active_Noninjection",208
"Methadone","78_79","Male","Active_Injection",312.05
"Methadone","78_79","Male","Nonactive_Noninjection",133.93
"Methadone","78_79","Male","Nonactive_Injection",224.15
"Methadone","78_79","Female","Active_Noninjection",208
"Methadone","78_79","Female","Active_Injection",312.05
"Methadone","78_79","Female","Nonactive_Noninjection",133.93
"Methadone","78_79","Female","Nonactive_Injection",224.15
"Methadone","80_81","Male","Active_Noninjection",208
"Methadone","80_81","Male","Active_Injection",312.05
"Methadone","80_81","Male","Nonactive_Noninjection",133.93
"Methadone","80_81","Male","Nonactive_Injection",224.15
"Methadone","80_81","Female","Active_Noninjection",208
"Methadone","80_81","Female","Active_Injection",312.05
"Methadone","80_81","Female","Nonactive_Noninjection",133.93
"Methadone","80_81","Female","Nonactive_Injection",224.15
"Methadone","82_83","Male","Active_Noninjection",208
"Methadone","82_83","Male","Active_Injection",312.05
"Methadone","82_83","Male","Nonactive_Noninjection",133.93
"Methadone","82_83","Male","Nonactive_Injection",224.15
"Methadone","82_83","Female","Active_Noninjection",208
"Methadone","82_83","Female","Active_Injection",312.05
"Methadone","82_83","Female","Nonactive_Noninjection",133.93
"Methadone","82_83","Female","Nonactive_Injection",224.15
"Methadone","84_85","Male","Active_Noninjection",208
"Methadone","84_85","Male","Active_Injection",312.05
"Methadone","84_85","Male","Nonactive_Noninjection",133.93
"Methadone","84_85","Male","Nonactive_Injection",224.15
"Methadone","84_85","Female","Active_Noninjection",208
"Methadone","84_85","Female","Active_Injection",312.05
"Methadone","84_85","Female","Nonactive_Noninjection",133.93
"Methadone","84_85","Female","Nonactive_Injection",224.15
"Methadone","86_87","Male","Active_Noninjection",208
"Methadone","86_87","Male","Active_Injection",312.05
"Methadone","86_87","Male","Nonactive_Noninjection",133.93
"Methadone","86_87","Male","Nonactive_Injection",224.15
"Methadone","86_87","Female","Active_Noninjection",208
"Methadone","86_87","Female","Active_Injection",312.05
"Methadone","86_87","Female","Nonactive_Noninjection",133.93
"Methadone","86_87","Female","Nonactive_Injection",224.15
"Methadone","88_89","Male","Active_Noninjection",208
"Methadone","88_89","Male","Active_Injection",312.05
"Methadone","88_89","Male","Nonactive_Noninjection",133.93
"Methadone","88_89","Male","Nonactive_Injection",224.15
"Methadone","88_89","Female","Active_Noninjection",208
"Methadone","88_89","Female","Active_Injection",312.05
"Methadone","88_89","Female","Nonactive_Noninjection",133.93
"Methadone","88_89","Female","Nonactive_Injection",224.15
"Methadone","90_91","Male","Active_Noninjection",208
"Methadone","90_91","Male","Active_Injection",312.05
"Methadone","90_91","Male","Nonactive_Noninjection",133.93
"Methadone","90_91","Male","Nonactive_Injection",224.15
"Methadone","90_91","Female","Active_Noninjection",208
"Methadone","90_91","Female","Active_Injection",312.05
"Methadone","90_91","Female","Nonactive_Noninjection",133.93
