"block","agegrp","sex","oud","counts"
"Buprenorphine","24_25","Female","Active_Injection",25.2
"Buprenorphine","24_25","Female","Nonactive_Noninjection",222.8
"Buprenorphine","24_25","Female","Nonactive_Injection",74.6
"Buprenorphine","26_27","Male","Active_Noninjection",140.4
"Buprenorphine","26_27","Male","Active_Injection",46.8
"Buprenorphine","26_27","Male","Nonactive_Noninjection",414.4
"Buprenorphine","26_27","Male","Nonactive_Injection",138.8
"Buprenorphine","26_27","Female","Active_Noninjection",102.4
"Buprenorphine","26_27","Female","Active_Injection",34.4
"Buprenorphine","26_27","Female","Nonactive_Noninjection",302.8
"Buprenorphine","26_27","Female","Nonactive_Injection",101.2
"Buprenorphine","28_29","Male","Active_Noninjection",140.4
"Buprenorphine","28_29","Male","Active_Injection",46.8
"Buprenorphine","28_29","Male","Nonactive_Noninjection",414.4
"Buprenorphine","28_29","Male","Nonactive_Injection",138.8
"Buprenorphine","28_29","Female","Active_Noninjection",102.4
"Buprenorphine","28_29","Female","Active_Injection",34.4
"Buprenorphine","28_29","Female","Nonactive_Noninjection",302.8
"Buprenorphine","28_29","Female","Nonactive_Injection",101.2
"Buprenorphine","30_31","Male","Active_Noninjection",174
"Buprenorphine","30_31","Male","Active_Injection",58
"Buprenorphine","30_31","Male","Nonactive_Noninjection",513.2
"Buprenorphine","30_31","Male","Nonactive_Injection",172
"Buprenorphine","30_31","Female","Active_Noninjection",109.2
"Buprenorphine","30_31","Female","Active_Injection",36.8
"Buprenorphine","30_31","Female","Nonactive_Noninjection",322.8
"Buprenorphine","30_31","Female","Nonactive_Injection",108
"Buprenorphine","32_33","Male","Active_Noninjection",174
"Buprenorphine","32_33","Male","Active_Injection",58
"Buprenorphine","32_33","Male","Nonactive_Noninjection",513.2
"Buprenorphine","32_33","Male","Nonactive_Injection",172
"Buprenorphine","32_33","Female","Active_Noninjection",109.2
"Buprenorphine","32_33","Female","Active_Injection",36.8
"Buprenorphine","32_33","Female","Nonactive_Noninjection",322.8
"Buprenorphine","32_33","Female","Nonactive_Injection",108
"Buprenorphine","34_35","Male","Active_Noninjection",151.4
"Buprenorphine","34_35","Male","Active_Injection",50.6
"Buprenorphine","34_35","Male","Nonactive_Noninjection",446.8
"Buprenorphine","34_35","Male","Nonactive_Injection",149.8
"Buprenorphine","34_35","Female","Active_Noninjection",91
"Buprenorphine","34_35","Female","Active_Injection",30.6
"Buprenorphine","34_35","Female","Nonactive_Noninjection",268.6
"Buprenorphine","34_35","Female","Nonactive_Injection",90
"Buprenorphine","36_37","Male","Active_Noninjection",128.8
"Buprenorphine","36_37","Male","Active_Injection",43.2
"Buprenorphine","36_37","Male","Nonactive_Noninjection",380.4
"Buprenorphine","36_37","Male","Nonactive_Injection",127.6
"Buprenorphine","36_37","Female","Active_Noninjection",72.8
"Buprenorphine","36_37","Female","Active_Injection",24.4
"Buprenorphine","36_37","Female","Nonactive_Noninjection",214.4
"Buprenorphine","36_37","Female","Nonactive_Injection",72
"Buprenorphine","38_39","Male","Active_Noninjection",128.8
"Buprenorphine","38_39","Male","Active_Injection",43.2
"Buprenorphine","38_39","Male","Nonactive_Noninjection",380.4
"Buprenorphine","38_39","Male","Nonactive_Injection",127.6
"Buprenorphine","38_39","Female","Active_Noninjection",72.8
"Buprenorphine","38_39","Female","Active_Injection",24.4
"Buprenorphine","38_39","Female","Nonactive_Noninjection",214.4
"Buprenorphine","38_39","Female","Nonactive_Injection",72
"Buprenorphine","40_41","Male","Active_Noninjection",104
"Buprenorphine","40_41","Male","Active_Injection",34.8
"Buprenorphine","40_41","Male","Nonactive_Noninjection",307.6
"Buprenorphine","40_41","Male","Nonactive_Injection",102.8
"Buprenorphine","40_41","Female","Active_Noninjection",72
"Buprenorphine","40_41","Female","Active_Injection",24
"Buprenorphine","40_41","Female","Nonactive_Noninjection",213.2
"Buprenorphine","40_41","Female","Nonactive_Injection",71.6
"Buprenorphine","42_43","Male","Active_Noninjection",104
"Buprenorphine","42_43","Male","Active_Injection",34.8
"Buprenorphine","42_43","Male","Nonactive_Noninjection",307.6
"Buprenorphine","42_43","Male","Nonactive_Injection",102.8
"Buprenorphine","42_43","Female","Active_Noninjection",72
"Buprenorphine","42_43","Female","Active_Injection",24
"Buprenorphine","42_43","Female","Nonactive_Noninjection",213.2
"Buprenorphine","42_43","Female","Nonactive_Injection",71.6
"Buprenorphine","44_45","Male","Active_Noninjection",100.8
"Buprenorphine","44_45","Male","Active_Injection",33.8
"Buprenorphine","44_45","Male","Nonactive_Noninjection",298.2
"Buprenorphine","44_45","Male","Nonactive_Injection",99.6
"Buprenorphine","44_45","Female","Active_Noninjection",66.8
"Buprenorphine","44_45","Female","Active_Injection",22.4
"Buprenorphine","44_45","Female","Nonactive_Noninjection",197.6
"Buprenorphine","44_45","Female","Nonactive_Injection",66.2
"Buprenorphine","46_47","Male","Active_Noninjection",97.6
"Buprenorphine","46_47","Male","Active_Injection",32.8
"Buprenorphine","46_47","Male","Nonactive_Noninjection",288.8
"Buprenorphine","46_47","Male","Nonactive_Injection",96.4
"Buprenorphine","46_47","Female","Active_Noninjection",61.6
"Buprenorphine","46_47","Female","Active_Injection",20.8
"Buprenorphine","46_47","Female","Nonactive_Noninjection",182
"Buprenorphine","46_47","Female","Nonactive_Injection",60.8
"Buprenorphine","48_49","Male","Active_Noninjection",97.6
"Buprenorphine","48_49","Male","Active_Injection",32.8
"Buprenorphine","48_49","Male","Nonactive_Noninjection",288.8
"Buprenorphine","48_49","Male","Nonactive_Injection",96.4
"Buprenorphine","48_49","Female","Active_Noninjection",61.6
"Buprenorphine","48_49","Female","Active_Injection",20.8
"Buprenorphine","48_49","Female","Nonactive_Noninjection",182
"Buprenorphine","48_49","Female","Nonactive_Injection",60.8
"Buprenorphine","50_51","Male","Active_Noninjection",82.4
"Buprenorphine","50_51","Male","Active_Injection",27.6
"Buprenorphine","50_51","Male","Nonactive_Noninjection",244
"Buprenorphine","50_51","Male","Nonactive_Injection",81.6
"Buprenorphine","50_51","Female","Active_Noninjection",56
"Buprenorphine","50_51","Female","Active_Injection",18.8
"Buprenorphine","50_51","Female","Nonactive_Noninjection",165.6
"Buprenorphine","50_51","Female","Nonactive_Injection",55.2
"Buprenorphine","52_53","Male","Active_Noninjection",82.4
"Buprenorphine","52_53","Male","Active_Injection",27.6
"Buprenorphine","52_53","Male","Nonactive_Noninjection",244
"Buprenorphine","52_53","Male","Nonactive_Injection",81.6
"Buprenorphine","52_53","Female","Active_Noninjection",56
"Buprenorphine","52_53","Female","Active_Injection",18.8
"Buprenorphine","52_53","Female","Nonactive_Noninjection",165.6
"Buprenorphine","52_53","Female","Nonactive_Injection",55.2
"Buprenorphine","54_55","Male","Active_Noninjection",68.2
"Buprenorphine","54_55","Male","Active_Injection",22.8
"Buprenorphine","54_55","Male","Nonactive_Noninjection",201.6
"Buprenorphine","54_55","Male","Nonactive_Injection",67.6
"Buprenorphine","54_55","Female","Active_Noninjection",45.2
"Buprenorphine","54_55","Female","Active_Injection",15.2
"Buprenorphine","54_55","Female","Nonactive_Noninjection",133.8
"Buprenorphine","54_55","Female","Nonactive_Injection",44.6
"Buprenorphine","56_57","Male","Active_Noninjection",54
"Buprenorphine","56_57","Male","Active_Injection",18
"Buprenorphine","56_57","Male","Nonactive_Noninjection",159.2
"Buprenorphine","56_57","Male","Nonactive_Injection",53.6
"Buprenorphine","56_57","Female","Active_Noninjection",34.4
"Buprenorphine","56_57","Female","Active_Injection",11.6
"Buprenorphine","56_57","Female","Nonactive_Noninjection",102
"Buprenorphine","56_57","Female","Nonactive_Injection",34
"Buprenorphine","58_59","Male","Active_Noninjection",54
"Buprenorphine","58_59","Male","Active_Injection",18
"Buprenorphine","58_59","Male","Nonactive_Noninjection",159.2
"Buprenorphine","58_59","Male","Nonactive_Injection",53.6
"Buprenorphine","58_59","Female","Active_Noninjection",34.4
"Buprenorphine","58_59","Female","Active_Injection",11.6
"Buprenorphine","58_59","Female","Nonactive_Noninjection",102
"Buprenorphine","58_59","Female","Nonactive_Injection",34
"Buprenorphine","60_61","Male","Active_Noninjection",24.4
"Buprenorphine","60_61","Male","Active_Injection",8
"Buprenorphine","60_61","Male","Nonactive_Noninjection",72
"Buprenorphine","60_61","Male","Nonactive_Injection",24.4
"Buprenorphine","60_61","Female","Active_Noninjection",12.4
"Buprenorphine","60_61","Female","Active_Injection",4
"Buprenorphine","60_61","Female","Nonactive_Noninjection",36
"Buprenorphine","60_61","Female","Nonactive_Injection",12
"Buprenorphine","62_63","Male","Active_Noninjection",24.4
"Buprenorphine","62_63","Male","Active_Injection",8
"Buprenorphine","62_63","Male","Nonactive_Noninjection",72
"Buprenorphine","62_63","Male","Nonactive_Injection",24.4
"Buprenorphine","62_63","Female","Active_Noninjection",12.4
"Buprenorphine","62_63","Female","Active_Injection",4
"Buprenorphine","62_63","Female","Nonactive_Noninjection",36
"Buprenorphine","62_63","Female","Nonactive_Injection",12
"Buprenorphine","64_65","Male","Active_Noninjection",16.4
"Buprenorphine","64_65","Male","Active_Injection",5.4
"Buprenorphine","64_65","Male","Nonactive_Noninjection",48.2
"Buprenorphine","64_65","Male","Nonactive_Injection",16.2
"Buprenorphine","64_65","Female","Active_Noninjection",7.6
"Buprenorphine","64_65","Female","Active_Injection",2.6
"Buprenorphine","64_65","Female","Nonactive_Noninjection",22.2
"Buprenorphine","64_65","Female","Nonactive_Injection",7.4
"Buprenorphine","66_67","Male","Active_Noninjection",8.4
"Buprenorphine","66_67","Male","Active_Injection",2.8
"Buprenorphine","66_67","Male","Nonactive_Noninjection",24.4
"Buprenorphine","66_67","Male","Nonactive_Injection",8
"Buprenorphine","66_67","Female","Active_Noninjection",2.8
"Buprenorphine","66_67","Female","Active_Injection",1.2
"Buprenorphine","66_67","Female","Nonactive_Noninjection",8.4
"Buprenorphine","66_67","Female","Nonactive_Injection",2.8
"Buprenorphine","68_69","Male","Active_Noninjection",8.4
"Buprenorphine","68_69","Male","Active_Injection",2.8
"Buprenorphine","68_69","Male","Nonactive_Noninjection",24.4
"Buprenorphine","68_69","Male","Nonactive_Injection",8
"Buprenorphine","68_69","Female","Active_Noninjection",2.8
"Buprenorphine","68_69","Female","Active_Injection",1.2
"Buprenorphine","68_69","Female","Nonactive_Noninjection",8.4
"Buprenorphine","68_69","Female","Nonactive_Injection",2.8
"Buprenorphine","70_71","Male","Active_Noninjection",2
"Buprenorphine","70_71","Male","Active_Injection",0.8
"Buprenorphine","70_71","Male","Nonactive_Noninjection",6.4
"Buprenorphine","70_71","Male","Nonactive_Injection",2
"Buprenorphine","70_71","Female","Active_Noninjection",1.6
"Buprenorphine","70_71","Female","Active_Injection",0.8
"Buprenorphine","70_71","Female","Nonactive_Noninjection",4.8
"Buprenorphine","70_71","Female","Nonactive_Injection",1.6
"Buprenorphine","72_73","Male","Active_Noninjection",2
"Buprenorphine","72_73","Male","Active_Injection",0.8
"Buprenorphine","72_73","Male","Nonactive_Noninjection",6.4
"Buprenorphine","72_73","Male","Nonactive_Injection",2
"Buprenorphine","72_73","Female","Active_Noninjection",1.6
"Buprenorphine","72_73","Female","Active_Injection",0.8
"Buprenorphine","72_73","Female","Nonactive_Noninjection",4.8
"Buprenorphine","72_73","Female","Nonactive_Injection",1.6
"Buprenorphine","74_75","Male","Active_Noninjection",1.4
"Buprenorphine","74_75","Male","Active_Injection",0.6
"Buprenorphine","74_75","Male","Nonactive_Noninjection",4.4
"Buprenorphine","74_75","Male","Nonactive_Injection",1.4
"Buprenorphine","74_75","Female","Active_Noninjection",1.4
"Buprenorphine","74_75","Female","Active_Injection",0.6
"Buprenorphine","74_75","Female","Nonactive_Noninjection",4
"Buprenorphine","74_75","Female","Nonactive_Injection",1.4
"Buprenorphine","76_77","Male","Active_Noninjection",0.8
"Buprenorphine","76_77","Male","Active_Injection",0.4
"Buprenorphine","76_77","Male","Nonactive_Noninjection",2.4
"Buprenorphine","76_77","Male","Nonactive_Injection",0.8
"Buprenorphine","76_77","Female","Active_Noninjection",1.2
"Buprenorphine","76_77","Female","Active_Injection",0.4
"Buprenorphine","76_77","Female","Nonactive_Noninjection",3.2
"Buprenorphine","76_77","Female","Nonactive_Injection",1.2
"Buprenorphine","78_79","Male","Active_Noninjection",0.8
"Buprenorphine","78_79","Male","Active_Injection",0.4
"Buprenorphine","78_79","Male","Nonactive_Noninjection",2.4
"Buprenorphine","78_79","Male","Nonactive_Injection",0.8
"Buprenorphine","78_79","Female","Active_Noninjection",1.2
"Buprenorphine","78_79","Female","Active_Injection",0.4
"Buprenorphine","78_79","Female","Nonactive_Noninjection",3.2
"Buprenorphine","78_79","Female","Nonactive_Injection",1.2
"Buprenorphine","80_81","Male","Active_Noninjection",0.8
"Buprenorphine","80_81","Male","Active_Injection",0.4
"Buprenorphine","80_81","Male","Nonactive_Noninjection",1.6
"Buprenorphine","80_81","Male","Nonactive_Injection",0.4
"Buprenorphine","80_81","Female","Active_Noninjection",1.2
"Buprenorphine","80_81","Female","Active_Injection",0.4
"Buprenorphine","80_81","Female","Nonactive_Noninjection",3.6
"Buprenorphine","80_81","Female","Nonactive_Injection",1.2
"Buprenorphine","82_83","Male","Active_Noninjection",0.8
"Buprenorphine","82_83","Male","Active_Injection",0.4
"Buprenorphine","82_83","Male","Nonactive_Noninjection",1.6
"Buprenorphine","82_83","Male","Nonactive_Injection",0.4
"Buprenorphine","82_83","Female","Active_Noninjection",1.2
"Buprenorphine","82_83","Female","Active_Injection",0.4
"Buprenorphine","82_83","Female","Nonactive_Noninjection",3.6
"Buprenorphine","82_83","Female","Nonactive_Injection",1.2
"Buprenorphine","84_85","Male","Active_Noninjection",0.6
"Buprenorphine","84_85","Male","Active_Injection",0.2
"Buprenorphine","84_85","Male","Nonactive_Noninjection",1
"Buprenorphine","84_85","Male","Nonactive_Injection",0.4
"Buprenorphine","84_85","Female","Active_Noninjection",1
"Buprenorphine","84_85","Female","Active_Injection",0.4
"Buprenorphine","84_85","Female","Nonactive_Noninjection",2.8
"Buprenorphine","84_85","Female","Nonactive_Injection",1
"Buprenorphine","86_87","Male","Active_Noninjection",0.4
"Buprenorphine","86_87","Male","Active_Injection",0
"Buprenorphine","86_87","Male","Nonactive_Noninjection",0.4
"Buprenorphine","86_87","Male","Nonactive_Injection",0.4
"Buprenorphine","86_87","Female","Active_Noninjection",0.8
"Buprenorphine","86_87","Female","Active_Injection",0.4
"Buprenorphine","86_87","Female","Nonactive_Noninjection",2
"Buprenorphine","86_87","Female","Nonactive_Injection",0.8
"Buprenorphine","88_89","Male","Active_Noninjection",0.4
"Buprenorphine","88_89","Male","Active_Injection",0
"Buprenorphine","88_89","Male","Nonactive_Noninjection",0.4
"Buprenorphine","88_89","Male","Nonactive_Injection",0.4
"Buprenorphine","88_89","Female","Active_Noninjection",0.8
"Buprenorphine","88_89","Female","Active_Injection",0.4
"Buprenorphine","88_89","Female","Nonactive_Noninjection",2
"Buprenorphine","88_89","Female","Nonactive_Injection",0.8
"Buprenorphine","90_91","Male","Active_Noninjection",0
"Buprenorphine","90_91","Male","Active_Injection",0
"Buprenorphine","90_91","Male","Nonactive_Noninjection",0.4
"Buprenorphine","90_91","Male","Nonactive_Injection",0
"Buprenorphine","90_91","Female","Active_Noninjection",0.4
"Buprenorphine","90_91","Female","Active_Injection",0
"Buprenorphine","90_91","Female","Nonactive_Noninjection",0.8
"Buprenorphine","90_91","Female","Nonactive_Injection",0.4
"Buprenorphine","92_93","Male","Active_Noninjection",0
"Buprenorphine","92_93","Male","Active_Injection",0
"Buprenorphine","92_93","Male","Nonactive_Noninjection",0.4
"Buprenorphine","92_93","Male","Nonactive_Injection",0
"Buprenorphine","92_93","Female","Active_Noninjection",0.4
"Buprenorphine","92_93","Female","Active_Injection",0
"Buprenorphine","92_93","Female","Nonactive_Noninjection",0.8
"Buprenorphine","92_93","Female","Nonactive_Injection",0.4
"Buprenorphine","94_95","Male","Active_Noninjection",0
"Buprenorphine","94_95","Male","Active_Injection",0
"Buprenorphine","94_95","Male","Nonactive_Noninjection",0.4
"Buprenorphine","94_95","Male","Nonactive_Injection",0
"Buprenorphine","94_95","Female","Active_Noninjection",0.2
"Buprenorphine","94_95","Female","Active_Injection",0
"Buprenorphine","94_95","Female","Nonactive_Noninjection",0.6
"Buprenorphine","94_95","Female","Nonactive_Injection",0.4
"Buprenorphine","96_97","Male","Active_Noninjection",0
"Buprenorphine","96_97","Male","Active_Injection",0
"Buprenorphine","96_97","Male","Nonactive_Noninjection",0.4
"Buprenorphine","96_97","Male","Nonactive_Injection",0
"Buprenorphine","96_97","Female","Active_Noninjection",0
"Buprenorphine","96_97","Female","Active_Injection",0
"Buprenorphine","96_97","Female","Nonactive_Noninjection",0.4
"Buprenorphine","96_97","Female","Nonactive_Injection",0.4
"Buprenorphine","98_99","Male","Active_Noninjection",0
"Buprenorphine","98_99","Male","Active_Injection",0
"Buprenorphine","98_99","Male","Nonactive_Noninjection",0.4
"Buprenorphine","98_99","Male","Nonactive_Injection",0
"Buprenorphine","98_99","Female","Active_Noninjection",0
"Buprenorphine","98_99","Female","Active_Injection",0
"Buprenorphine","98_99","Female","Nonactive_Noninjection",0.4
"Buprenorphine","98_99","Female","Nonactive_Injection",0.4
"Naltrexone","10_11","Male","Active_Noninjection",0
"Naltrexone","10_11","Male","Active_Injection",0
"Naltrexone","10_11","Male","Nonactive_Noninjection",0
"Naltrexone","10_11","Male","Nonactive_Injection",0
"Naltrexone","10_11","Female","Active_Noninjection",0
"Naltrexone","10_11","Female","Active_Injection",0
"Naltrexone","10_11","Female","Nonactive_Noninjection",0
"Naltrexone","10_11","Female","Nonactive_Injection",0
"Naltrexone","12_13","Male","Active_Noninjection",0
"Naltrexone","12_13","Male","Active_Injection",0
"Naltrexone","12_13","Male","Nonactive_Noninjection",0
"Naltrexone","12_13","Male","Nonactive_Injection",0
"Naltrexone","12_13","Female","Active_Noninjection",0
"Naltrexone","12_13","Female","Active_Injection",0
"Naltrexone","12_13","Female","Nonactive_Noninjection",0
"Naltrexone","12_13","Female","Nonactive_Injection",0
"Naltrexone","14_15","Male","Active_Noninjection",0.8
"Naltrexone","14_15","Male","Active_Injection",0.2
"Naltrexone","14_15","Male","Nonactive_Noninjection",0.4
"Naltrexone","14_15","Male","Nonactive_Injection",0.2
"Naltrexone","14_15","Female","Active_Noninjection",0.6
"Naltrexone","14_15","Female","Active_Injection",0.2
"Naltrexone","14_15","Female","Nonactive_Noninjection",0.2
"Naltrexone","14_15","Female","Nonactive_Injection",0
"Naltrexone","16_17","Male","Active_Noninjection",1.6
"Naltrexone","16_17","Male","Active_Injection",0.4
"Naltrexone","16_17","Male","Nonactive_Noninjection",0.8
"Naltrexone","16_17","Male","Nonactive_Injection",0.4
"Naltrexone","16_17","Female","Active_Noninjection",1.2
"Naltrexone","16_17","Female","Active_Injection",0.4
"Naltrexone","16_17","Female","Nonactive_Noninjection",0.4
"Naltrexone","16_17","Female","Nonactive_Injection",0
"Naltrexone","18_19","Male","Active_Noninjection",1.6
"Naltrexone","18_19","Male","Active_Injection",0.4
"Naltrexone","18_19","Male","Nonactive_Noninjection",0.8
"Naltrexone","18_19","Male","Nonactive_Injection",0.4
"Naltrexone","18_19","Female","Active_Noninjection",1.2
"Naltrexone","18_19","Female","Active_Injection",0.4
"Naltrexone","18_19","Female","Nonactive_Noninjection",0.4
"Naltrexone","18_19","Female","Nonactive_Injection",0
"Naltrexone","20_21","Male","Active_Noninjection",12.4
"Naltrexone","20_21","Male","Active_Injection",4
"Naltrexone","20_21","Male","Nonactive_Noninjection",4.4
"Naltrexone","20_21","Male","Nonactive_Injection",1.6
"Naltrexone","20_21","Female","Active_Noninjection",7.6
"Naltrexone","20_21","Female","Active_Injection",2.8
"Naltrexone","20_21","Female","Nonactive_Noninjection",2.8
"Naltrexone","20_21","Female","Nonactive_Injection",0.8
"Naltrexone","22_23","Male","Active_Noninjection",12.4
"Naltrexone","22_23","Male","Active_Injection",4
"Naltrexone","22_23","Male","Nonactive_Noninjection",4.4
"Naltrexone","22_23","Male","Nonactive_Injection",1.6
"Naltrexone","22_23","Female","Active_Noninjection",7.6
"Naltrexone","22_23","Female","Active_Injection",2.8
"Naltrexone","22_23","Female","Nonactive_Noninjection",2.8
"Naltrexone","22_23","Female","Nonactive_Injection",0.8
"Naltrexone","24_25","Male","Active_Noninjection",13.4
"Naltrexone","24_25","Male","Active_Injection",4.4
"Naltrexone","24_25","Male","Nonactive_Noninjection",4.6
"Naltrexone","24_25","Male","Nonactive_Injection",1.6
"Naltrexone","24_25","Female","Active_Noninjection",6
"Naltrexone","24_25","Female","Active_Injection",2.2
"Naltrexone","24_25","Female","Nonactive_Noninjection",2.2
"Naltrexone","24_25","Female","Nonactive_Injection",0.6
"Naltrexone","26_27","Male","Active_Noninjection",14.4
"Naltrexone","26_27","Male","Active_Injection",4.8
"Naltrexone","26_27","Male","Nonactive_Noninjection",4.8
"Naltrexone","26_27","Male","Nonactive_Injection",1.6
"Naltrexone","26_27","Female","Active_Noninjection",4.4
"Naltrexone","26_27","Female","Active_Injection",1.6
"Naltrexone","26_27","Female","Nonactive_Noninjection",1.6
"Naltrexone","26_27","Female","Nonactive_Injection",0.4
"Naltrexone","28_29","Male","Active_Noninjection",14.4
"Naltrexone","28_29","Male","Active_Injection",4.8
"Naltrexone","28_29","Male","Nonactive_Noninjection",4.8
"Naltrexone","28_29","Male","Nonactive_Injection",1.6
"Naltrexone","28_29","Female","Active_Noninjection",4.4
"Naltrexone","28_29","Female","Active_Injection",1.6
"Naltrexone","28_29","Female","Nonactive_Noninjection",1.6
"Naltrexone","28_29","Female","Nonactive_Injection",0.4
"Naltrexone","30_31","Male","Active_Noninjection",6.8
"Naltrexone","30_31","Male","Active_Injection",2.4
"Naltrexone","30_31","Male","Nonactive_Noninjection",2.4
"Naltrexone","30_31","Male","Nonactive_Injection",0.8
"Naltrexone","30_31","Female","Active_Noninjection",4.8
"Naltrexone","30_31","Female","Active_Injection",1.6
"Naltrexone","30_31","Female","Nonactive_Noninjection",1.6
"Naltrexone","30_31","Female","Nonactive_Injection",0.4
"Naltrexone","32_33","Male","Active_Noninjection",6.8
"Naltrexone","32_33","Male","Active_Injection",2.4
"Naltrexone","32_33","Male","Nonactive_Noninjection",2.4
"Naltrexone","32_33","Male","Nonactive_Injection",0.8
"Naltrexone","32_33","Female","Active_Noninjection",4.8
"Naltrexone","32_33","Female","Active_Injection",1.6
"Naltrexone","32_33","Female","Nonactive_Noninjection",1.6
"Naltrexone","32_33","Female","Nonactive_Injection",0.4
"Naltrexone","34_35","Male","Active_Noninjection",5.8
"Naltrexone","34_35","Male","Active_Injection",2
"Naltrexone","34_35","Male","Nonactive_Noninjection",2
"Naltrexone","34_35","Male","Nonactive_Injection",0.8
"Naltrexone","34_35","Female","Active_Noninjection",3.4
"Naltrexone","34_35","Female","Active_Injection",1.2
"Naltrexone","34_35","Female","Nonactive_Noninjection",1.2
"Naltrexone","34_35","Female","Nonactive_Injection",0.4
"Naltrexone","36_37","Male","Active_Noninjection",4.8
"Naltrexone","36_37","Male","Active_Injection",1.6
"Naltrexone","36_37","Male","Nonactive_Noninjection",1.6
"Naltrexone","36_37","Male","Nonactive_Injection",0.8
"Naltrexone","36_37","Female","Active_Noninjection",2
"Naltrexone","36_37","Female","Active_Injection",0.8
"Naltrexone","36_37","Female","Nonactive_Noninjection",0.8
"Naltrexone","36_37","Female","Nonactive_Injection",0.4
"Naltrexone","38_39","Male","Active_Noninjection",4.8
"Naltrexone","38_39","Male","Active_Injection",1.6
"Naltrexone","38_39","Male","Nonactive_Noninjection",1.6
"Naltrexone","38_39","Male","Nonactive_Injection",0.8
"Naltrexone","38_39","Female","Active_Noninjection",2
"Naltrexone","38_39","Female","Active_Injection",0.8
"Naltrexone","38_39","Female","Nonactive_Noninjection",0.8
"Naltrexone","38_39","Female","Nonactive_Injection",0.4
"Naltrexone","40_41","Male","Active_Noninjection",4.8
"Naltrexone","40_41","Male","Active_Injection",1.6
"Naltrexone","40_41","Male","Nonactive_Noninjection",1.6
"Naltrexone","40_41","Male","Nonactive_Injection",0.4
"Naltrexone","40_41","Female","Active_Noninjection",2.8
"Naltrexone","40_41","Female","Active_Injection",0.8
"Naltrexone","40_41","Female","Nonactive_Noninjection",0.8
"Naltrexone","40_41","Female","Nonactive_Injection",0.4
"Naltrexone","42_43","Male","Active_Noninjection",4.8
"Naltrexone","42_43","Male","Active_Injection",1.6
"Naltrexone","42_43","Male","Nonactive_Noninjection",1.6
