"block","agegrp","sex","oud","counts"
"Naltrexone","42_43","Male","Nonactive_Injection",0.4
"Naltrexone","42_43","Female","Active_Noninjection",2.8
"Naltrexone","42_43","Female","Active_Injection",0.8
"Naltrexone","42_43","Female","Nonactive_Noninjection",0.8
"Naltrexone","42_43","Female","Nonactive_Injection",0.4
"Naltrexone","44_45","Male","Active_Noninjection",3.4
"Naltrexone","44_45","Male","Active_Injection",1
"Naltrexone","44_45","Male","Nonactive_Noninjection",1.2
"Naltrexone","44_45","Male","Nonactive_Injection",0.4
"Naltrexone","44_45","Female","Active_Noninjection",2.2
"Naltrexone","44_45","Female","Active_Injection",0.6
"Naltrexone","44_45","Female","Nonactive_Noninjection",0.6
"Naltrexone","44_45","Female","Nonactive_Injection",0.4
"Naltrexone","46_47","Male","Active_Noninjection",2
"Naltrexone","46_47","Male","Active_Injection",0.4
"Naltrexone","46_47","Male","Nonactive_Noninjection",0.8
"Naltrexone","46_47","Male","Nonactive_Injection",0.4
"Naltrexone","46_47","Female","Active_Noninjection",1.6
"Naltrexone","46_47","Female","Active_Injection",0.4
"Naltrexone","46_47","Female","Nonactive_Noninjection",0.4
"Naltrexone","46_47","Female","Nonactive_Injection",0.4
"Naltrexone","48_49","Male","Active_Noninjection",2
"Naltrexone","48_49","Male","Active_Injection",0.4
"Naltrexone","48_49","Male","Nonactive_Noninjection",0.8
"Naltrexone","48_49","Male","Nonactive_Injection",0.4
"Naltrexone","48_49","Female","Active_Noninjection",1.6
"Naltrexone","48_49","Female","Active_Injection",0.4
"Naltrexone","48_49","Female","Nonactive_Noninjection",0.4
"Naltrexone","48_49","Female","Nonactive_Injection",0.4
"Naltrexone","50_51","Male","Active_Noninjection",1.6
"Naltrexone","50_51","Male","Active_Injection",0.4
"Naltrexone","50_51","Male","Nonactive_Noninjection",0.8
"Naltrexone","50_51","Male","Nonactive_Injection",0.4
"Naltrexone","50_51","Female","Active_Noninjection",1.2
"Naltrexone","50_51","Female","Active_Injection",0.4
"Naltrexone","50_51","Female","Nonactive_Noninjection",0.4
"Naltrexone","50_51","Female","Nonactive_Injection",0.4
"Naltrexone","52_53","Male","Active_Noninjection",1.6
"Naltrexone","52_53","Male","Active_Injection",0.4
"Naltrexone","52_53","Male","Nonactive_Noninjection",0.8
"Naltrexone","52_53","Male","Nonactive_Injection",0.4
"Naltrexone","52_53","Female","Active_Noninjection",1.2
"Naltrexone","52_53","Female","Active_Injection",0.4
"Naltrexone","52_53","Female","Nonactive_Noninjection",0.4
"Naltrexone","52_53","Female","Nonactive_Injection",0.4
"Naltrexone","54_55","Male","Active_Noninjection",1.6
"Naltrexone","54_55","Male","Active_Injection",0.4
"Naltrexone","54_55","Male","Nonactive_Noninjection",0.8
"Naltrexone","54_55","Male","Nonactive_Injection",0.4
"Naltrexone","54_55","Female","Active_Noninjection",0.8
"Naltrexone","54_55","Female","Active_Injection",0.4
"Naltrexone","54_55","Female","Nonactive_Noninjection",0.4
"Naltrexone","54_55","Female","Nonactive_Injection",0.2
"Naltrexone","56_57","Male","Active_Noninjection",1.6
"Naltrexone","56_57","Male","Active_Injection",0.4
"Naltrexone","56_57","Male","Nonactive_Noninjection",0.8
"Naltrexone","56_57","Male","Nonactive_Injection",0.4
"Naltrexone","56_57","Female","Active_Noninjection",0.4
"Naltrexone","56_57","Female","Active_Injection",0.4
"Naltrexone","56_57","Female","Nonactive_Noninjection",0.4
"Naltrexone","56_57","Female","Nonactive_Injection",0
"Naltrexone","58_59","Male","Active_Noninjection",1.6
"Naltrexone","58_59","Male","Active_Injection",0.4
"Naltrexone","58_59","Male","Nonactive_Noninjection",0.8
"Naltrexone","58_59","Male","Nonactive_Injection",0.4
"Naltrexone","58_59","Female","Active_Noninjection",0.4
"Naltrexone","58_59","Female","Active_Injection",0.4
"Naltrexone","58_59","Female","Nonactive_Noninjection",0.4
"Naltrexone","58_59","Female","Nonactive_Injection",0
"Naltrexone","60_61","Male","Active_Noninjection",0.4
"Naltrexone","60_61","Male","Active_Injection",0
"Naltrexone","60_61","Male","Nonactive_Noninjection",0
"Naltrexone","60_61","Male","Nonactive_Injection",0
"Naltrexone","60_61","Female","Active_Noninjection",0.4
"Naltrexone","60_61","Female","Active_Injection",0
"Naltrexone","60_61","Female","Nonactive_Noninjection",0
"Naltrexone","60_61","Female","Nonactive_Injection",0
"Naltrexone","62_63","Male","Active_Noninjection",0.4
"Naltrexone","62_63","Male","Active_Injection",0
"Naltrexone","62_63","Male","Nonactive_Noninjection",0
"Naltrexone","62_63","Male","Nonactive_Injection",0
"Naltrexone","62_63","Female","Active_Noninjection",0.4
"Naltrexone","62_63","Female","Active_Injection",0
"Naltrexone","62_63","Female","Nonactive_Noninjection",0
"Naltrexone","62_63","Female","Nonactive_Injection",0
"Naltrexone","64_65","Male","Active_Noninjection",0.2
"Naltrexone","64_65","Male","Active_Injection",0
"Naltrexone","64_65","Male","Nonactive_Noninjection",0
"Naltrexone","64_65","Male","Nonactive_Injection",0
"Naltrexone","64_65","Female","Active_Noninjection",0.4
"Naltrexone","64_65","Female","Active_Injection",0
"Naltrexone","64_65","Female","Nonactive_Noninjection",0
"Naltrexone","64_65","Female","Nonactive_Injection",0
"Naltrexone","66_67","Male","Active_Noninjection",0
"Naltrexone","66_67","Male","Active_Injection",0
"Naltrexone","66_67","Male","Nonactive_Noninjection",0
"Naltrexone","66_67","Male","Nonactive_Injection",0
"Naltrexone","66_67","Female","Active_Noninjection",0.4
"Naltrexone","66_67","Female","Active_Injection",0
"Naltrexone","66_67","Female","Nonactive_Noninjection",0
"Naltrexone","66_67","Female","Nonactive_Injection",0
"Naltrexone","68_69","Male","Active_Noninjection",0
"Naltrexone","68_69","Male","Active_Injection",0
"Naltrexone","68_69","Male","Nonactive_Noninjection",0
"Naltrexone","68_69","Male","Nonactive_Injection",0
"Naltrexone","68_69","Female","Active_Noninjection",0.4
"Naltrexone","68_69","Female","Active_Injection",0
"Naltrexone","68_69","Female","Nonactive_Noninjection",0
"Naltrexone","68_69","Female","Nonactive_Injection",0
"Naltrexone","70_71","Male","Active_Noninjection",0.4
"Naltrexone","70_71","Male","Active_Injection",0
"Naltrexone","70_71","Male","Nonactive_Noninjection",0
"Naltrexone","70_71","Male","Nonactive_Injection",0
"Naltrexone","70_71","Female","Active_Noninjection",0
"Naltrexone","70_71","Female","Active_Injection",0
"Naltrexone","70_71","Female","Nonactive_Noninjection",0
"Naltrexone","70_71","Female","Nonactive_Injection",0
"Naltrexone","72_73","Male","Active_Noninjection",0.4
"Naltrexone","72_73","Male","Active_Injection",0
"Naltrexone","72_73","Male","Nonactive_Noninjection",0
"Naltrexone","72_73","Male","Nonactive_Injection",0
"Naltrexone","72_73","Female","Active_Noninjection",0
"Naltrexone","72_73","Female","Active_Injection",0
"Naltrexone","72_73","Female","Nonactive_Noninjection",0
"Naltrexone","72_73","Female","Nonactive_Injection",0
"Naltrexone","74_75","Male","Active_Noninjection",0.4
"Naltrexone","74_75","Male","Active_Injection",0
"Naltrexone","74_75","Male","Nonactive_Noninjection",0
"Naltrexone","74_75","Male","Nonactive_Injection",0
"Naltrexone","74_75","Female","Active_Noninjection",0.2
"Naltrexone","74_75","Female","Active_Injection",0
"Naltrexone","74_75","Female","Nonactive_Noninjection",0
"Naltrexone","74_75","Female","Nonactive_Injection",0
"Naltrexone","76_77","Male","Active_Noninjection",0.4
"Naltrexone","76_77","Male","Active_Injection",0
"Naltrexone","76_77","Male","Nonactive_Noninjection",0
"Naltrexone","76_77","Male","Nonactive_Injection",0
"Naltrexone","76_77","Female","Active_Noninjection",0.4
"Naltrexone","76_77","Female","Active_Injection",0
"Naltrexone","76_77","Female","Nonactive_Noninjection",0
"Naltrexone","76_77","Female","Nonactive_Injection",0
"Naltrexone","78_79","Male","Active_Noninjection",0.4
"Naltrexone","78_79","Male","Active_Injection",0
"Naltrexone","78_79","Male","Nonactive_Noninjection",0
"Naltrexone","78_79","Male","Nonactive_Injection",0
"Naltrexone","78_79","Female","Active_Noninjection",0.4
"Naltrexone","78_79","Female","Active_Injection",0
"Naltrexone","78_79","Female","Nonactive_Noninjection",0
"Naltrexone","78_79","Female","Nonactive_Injection",0
"Naltrexone","80_81","Male","Active_Noninjection",0
"Naltrexone","80_81","Male","Active_Injection",0
"Naltrexone","80_81","Male","Nonactive_Noninjection",0
"Naltrexone","80_81","Male","Nonactive_Injection",0
"Naltrexone","80_81","Female","Active_Noninjection",0
"Naltrexone","80_81","Female","Active_Injection",0
"Naltrexone","80_81","Female","Nonactive_Noninjection",0
"Naltrexone","80_81","Female","Nonactive_Injection",0
"Naltrexone","82_83","Male","Active_Noninjection",0
"Naltrexone","82_83","Male","Active_Injection",0
"Naltrexone","82_83","Male","Nonactive_Noninjection",0
"Naltrexone","82_83","Male","Nonactive_Injection",0
"Naltrexone","82_83","Female","Active_Noninjection",0
"Naltrexone","82_83","Female","Active_Injection",0
"Naltrexone","82_83","Female","Nonactive_Noninjection",0
"Naltrexone","82_83","Female","Nonactive_Injection",0
"Naltrexone","84_85","Male","Active_Noninjection",0
"Naltrexone","84_85","Male","Active_Injection",0
"Naltrexone","84_85","Male","Nonactive_Noninjection",0
"Naltrexone","84_85","Male","Nonactive_Injection",0
"Naltrexone","84_85","Female","Active_Noninjection",0
"Naltrexone","84_85","Female","Active_Injection",0
"Naltrexone","84_85","Female","Nonactive_Noninjection",0
"Naltrexone","84_85","Female","Nonactive_Injection",0
"Naltrexone","86_87","Male","Active_Noninjection",0
"Naltrexone","86_87","Male","Active_Injection",0
"Naltrexone","86_87","Male","Nonactive_Noninjection",0
"Naltrexone","86_87","Male","Nonactive_Injection",0
"Naltrexone","86_87","Female","Active_Noninjection",0
"Naltrexone","86_87","Female","Active_Injection",0
"Naltrexone","86_87","Female","Nonactive_Noninjection",0
"Naltrexone","86_87","Female","Nonactive_Injection",0
"Naltrexone","88_89","Male","Active_Noninjection",0
"Naltrexone","88_89","Male","Active_Injection",0
"Naltrexone","88_89","Male","Nonactive_Noninjection",0
"Naltrexone","88_89","Male","Nonactive_Injection",0
"Naltrexone","88_89","Female","Active_Noninjection",0
"Naltrexone","88_89","Female","Active_Injection",0
"Naltrexone","88_89","Female","Nonactive_Noninjection",0
"Naltrexone","88_89","Female","Nonactive_Injection",0
"Naltrexone","90_91","Male","Active_Noninjection",0
"Naltrexone","90_91","Male","Active_Injection",0
"Naltrexone","90_91","Male","Nonactive_Noninjection",0
"Naltrexone","90_91","Male","Nonactive_Injection",0
"Naltrexone","90_91","Female","Active_Noninjection",0
"Naltrexone","90_91","Female","Active_Injection",0
"Naltrexone","90_91","Female","Nonactive_Noninjection",0
"Naltrexone","90_91","Female","Nonactive_Injection",0
"Naltrexone","92_93","Male","Active_Noninjection",0
"Naltrexone","92_93","Male","Active_Injection",0
"Naltrexone","92_93","Male","Nonactive_Noninjection",0
"Naltrexone","92_93","Male","Nonactive_Injection",0
"Naltrexone","92_93","Female","Active_Noninjection",0
"Naltrexone","92_93","Female","Active_Injection",0
"Naltrexone","92_93","Female","Nonactive_Noninjection",0
"Naltrexone","92_93","Female","Nonactive_Injection",0
"Naltrexone","94_95","Male","Active_Noninjection",0
"Naltrexone","94_95","Male","Active_Injection",0
"Naltrexone","94_95","Male","Nonactive_Noninjection",0
"Naltrexone","94_95","Male","Nonactive_Injection",0
"Naltrexone","94_95","Female","Active_Noninjection",0
"Naltrexone","94_95","Female","Active_Injection",0
"Naltrexone","94_95","Female","Nonactive_Noninjection",0
"Naltrexone","94_95","Female","Nonactive_Injection",0
"Naltrexone","96_97","Male","Active_Noninjection",0
"Naltrexone","96_97","Male","Active_Injection",0
"Naltrexone","96_97","Male","Nonactive_Noninjection",0
"Naltrexone","96_97","Male","Nonactive_Injection",0
"Naltrexone","96_97","Female","Active_Noninjection",0
"Naltrexone","96_97","Female","Active_Injection",0
"Naltrexone","96_97","Female","Nonactive_Noninjection",0
"Naltrexone","96_97","Female","Nonactive_Injection",0
"Naltrexone","98_99","Male","Active_Noninjection",0
"Naltrexone","98_99","Male","Active_Injection",0
"Naltrexone","98_99","Male","Nonactive_Noninjection",0
"Naltrexone","98_99","Male","Nonactive_Injection",0
"Naltrexone","98_99","Female","Active_Noninjection",0
"Naltrexone","98_99","Female","Active_Injection",0
"Naltrexone","98_99","Female","Nonactive_Noninjection",0
"Naltrexone","98_99","Female","Nonactive_Injection",0
"Methadone","10_11","Male","Active_Noninjection",0.4
"Methadone","10_11","Male","Active_Injection",0
"Methadone","10_11","Male","Nonactive_Noninjection",0
"Methadone","10_11","Male","Nonactive_Injection",0
"Methadone","10_11","Female","Active_Noninjection",0
"Methadone","10_11","Female","Active_Injection",0
"Methadone","10_11","Female","Nonactive_Noninjection",0
"Methadone","10_11","Female","Nonactive_Injection",0
"Methadone","12_13","Male","Active_Noninjection",0.4
"Methadone","12_13","Male","Active_Injection",0
"Methadone","12_13","Male","Nonactive_Noninjection",0
"Methadone","12_13","Male","Nonactive_Injection",0
"Methadone","12_13","Female","Active_Noninjection",0
"Methadone","12_13","Female","Active_Injection",0
"Methadone","12_13","Female","Nonactive_Noninjection",0
"Methadone","12_13","Female","Nonactive_Injection",0
"Methadone","14_15","Male","Active_Noninjection",2.4
"Methadone","14_15","Male","Active_Injection",0.8
"Methadone","14_15","Male","Nonactive_Noninjection",0.2
"Methadone","14_15","Male","Nonactive_Injection",0
"Methadone","14_15","Female","Active_Noninjection",2.8
"Methadone","14_15","Female","Active_Injection",1
"Methadone","14_15","Female","Nonactive_Noninjection",0.2
"Methadone","14_15","Female","Nonactive_Injection",0
"Methadone","16_17","Male","Active_Noninjection",4.4
"Methadone","16_17","Male","Active_Injection",1.6
"Methadone","16_17","Male","Nonactive_Noninjection",0.4
"Methadone","16_17","Male","Nonactive_Injection",0
"Methadone","16_17","Female","Active_Noninjection",5.6
"Methadone","16_17","Female","Active_Injection",2
"Methadone","16_17","Female","Nonactive_Noninjection",0.4
"Methadone","16_17","Female","Nonactive_Injection",0
"Methadone","18_19","Male","Active_Noninjection",4.4
"Methadone","18_19","Male","Active_Injection",1.6
"Methadone","18_19","Male","Nonactive_Noninjection",0.4
"Methadone","18_19","Male","Nonactive_Injection",0
"Methadone","18_19","Female","Active_Noninjection",5.6
"Methadone","18_19","Female","Active_Injection",2
"Methadone","18_19","Female","Nonactive_Noninjection",0.4
"Methadone","18_19","Female","Nonactive_Injection",0
"Methadone","20_21","Male","Active_Noninjection",91.2
"Methadone","20_21","Male","Active_Injection",30.4
"Methadone","20_21","Male","Nonactive_Noninjection",9.2
"Methadone","20_21","Male","Nonactive_Injection",3.2
"Methadone","20_21","Female","Active_Noninjection",140
"Methadone","20_21","Female","Active_Injection",46.8
"Methadone","20_21","Female","Nonactive_Noninjection",14
"Methadone","20_21","Female","Nonactive_Injection",4.8
"Methadone","22_23","Male","Active_Noninjection",91.2
"Methadone","22_23","Male","Active_Injection",30.4
"Methadone","22_23","Male","Nonactive_Noninjection",9.2
"Methadone","22_23","Male","Nonactive_Injection",3.2
"Methadone","22_23","Female","Active_Noninjection",140
"Methadone","22_23","Female","Active_Injection",46.8
"Methadone","22_23","Female","Nonactive_Noninjection",14
"Methadone","22_23","Female","Nonactive_Injection",4.8
"Methadone","24_25","Male","Active_Noninjection",212
"Methadone","24_25","Male","Active_Injection",70.8
"Methadone","24_25","Male","Nonactive_Noninjection",21
"Methadone","24_25","Male","Nonactive_Injection",7.2
"Methadone","24_25","Female","Active_Noninjection",257.8
"Methadone","24_25","Female","Active_Injection",86.4
"Methadone","24_25","Female","Nonactive_Noninjection",25.6
"Methadone","24_25","Female","Nonactive_Injection",8.6
"Methadone","26_27","Male","Active_Noninjection",332.8
"Methadone","26_27","Male","Active_Injection",111.2
"Methadone","26_27","Male","Nonactive_Noninjection",32.8
"Methadone","26_27","Male","Nonactive_Injection",11.2
"Methadone","26_27","Female","Active_Noninjection",375.6
"Methadone","26_27","Female","Active_Injection",126
"Methadone","26_27","Female","Nonactive_Noninjection",37.2
"Methadone","26_27","Female","Nonactive_Injection",12.4
"Methadone","28_29","Male","Active_Noninjection",332.8
"Methadone","28_29","Male","Active_Injection",111.2
"Methadone","28_29","Male","Nonactive_Noninjection",32.8
"Methadone","28_29","Male","Nonactive_Injection",11.2
"Methadone","28_29","Female","Active_Noninjection",375.6
"Methadone","28_29","Female","Active_Injection",126
"Methadone","28_29","Female","Nonactive_Noninjection",37.2
"Methadone","28_29","Female","Nonactive_Injection",12.4
"Methadone","30_31","Male","Active_Noninjection",384
"Methadone","30_31","Male","Active_Injection",128.4
"Methadone","30_31","Male","Nonactive_Noninjection",38
"Methadone","30_31","Male","Nonactive_Injection",12.8
"Methadone","30_31","Female","Active_Noninjection",336
"Methadone","30_31","Female","Active_Injection",112.4
"Methadone","30_31","Female","Nonactive_Noninjection",33.2
"Methadone","30_31","Female","Nonactive_Injection",11.2
"Methadone","32_33","Male","Active_Noninjection",384
"Methadone","32_33","Male","Active_Injection",128.4
"Methadone","32_33","Male","Nonactive_Noninjection",38
"Methadone","32_33","Male","Nonactive_Injection",12.8
"Methadone","32_33","Female","Active_Noninjection",336
"Methadone","32_33","Female","Active_Injection",112.4
"Methadone","32_33","Female","Nonactive_Noninjection",33.2
"Methadone","32_33","Female","Nonactive_Injection",11.2
"Methadone","34_35","Male","Active_Noninjection",334.6
"Methadone","34_35","Male","Active_Injection",112
"Methadone","34_35","Male","Nonactive_Noninjection",33.2
"Methadone","34_35","Male","Nonactive_Injection",11.2
"Methadone","34_35","Female","Active_Noninjection",272.4
"Methadone","34_35","Female","Active_Injection",91.2
"Methadone","34_35","Female","Nonactive_Noninjection",27
"Methadone","34_35","Female","Nonactive_Injection",9
"Methadone","36_37","Male","Active_Noninjection",285.2
"Methadone","36_37","Male","Active_Injection",95.6
"Methadone","36_37","Male","Nonactive_Noninjection",28.4
"Methadone","36_37","Male","Nonactive_Injection",9.6
"Methadone","36_37","Female","Active_Noninjection",208.8
"Methadone","36_37","Female","Active_Injection",70
"Methadone","36_37","Female","Nonactive_Noninjection",20.8
"Methadone","36_37","Female","Nonactive_Injection",6.8
"Methadone","38_39","Male","Active_Noninjection",285.2
"Methadone","38_39","Male","Active_Injection",95.6
"Methadone","38_39","Male","Nonactive_Noninjection",28.4
"Methadone","38_39","Male","Nonactive_Injection",9.6
"Methadone","38_39","Female","Active_Noninjection",208.8
"Methadone","38_39","Female","Active_Injection",70
"Methadone","38_39","Female","Nonactive_Noninjection",20.8
"Methadone","38_39","Female","Nonactive_Injection",6.8
"Methadone","40_41","Male","Active_Noninjection",242.4
"Methadone","40_41","Male","Active_Injection",81.2
"Methadone","40_41","Male","Nonactive_Noninjection",24
"Methadone","40_41","Male","Nonactive_Injection",8
"Methadone","40_41","Female","Active_Noninjection",168.8
"Methadone","40_41","Female","Active_Injection",56.8
"Methadone","40_41","Female","Nonactive_Noninjection",16.8
"Methadone","40_41","Female","Nonactive_Injection",5.6
"Methadone","42_43","Male","Active_Noninjection",242.4
"Methadone","42_43","Male","Active_Injection",81.2
"Methadone","42_43","Male","Nonactive_Noninjection",24
"Methadone","42_43","Male","Nonactive_Injection",8
"Methadone","42_43","Female","Active_Noninjection",168.8
"Methadone","42_43","Female","Active_Injection",56.8
"Methadone","42_43","Female","Nonactive_Noninjection",16.8
"Methadone","42_43","Female","Nonactive_Injection",5.6
"Methadone","44_45","Male","Active_Noninjection",229.8
"Methadone","44_45","Male","Active_Injection",77
"Methadone","44_45","Male","Nonactive_Noninjection",22.8
"Methadone","44_45","Male","Nonactive_Injection",7.6
"Methadone","44_45","Female","Active_Noninjection",160
"Methadone","44_45","Female","Active_Injection",53.6
"Methadone","44_45","Female","Nonactive_Noninjection",15.8
"Methadone","44_45","Female","Nonactive_Injection",5.4
"Methadone","46_47","Male","Active_Noninjection",217.2
"Methadone","46_47","Male","Active_Injection",72.8
"Methadone","46_47","Male","Nonactive_Noninjection",21.6
"Methadone","46_47","Male","Nonactive_Injection",7.2
"Methadone","46_47","Female","Active_Noninjection",151.2
"Methadone","46_47","Female","Active_Injection",50.4
"Methadone","46_47","Female","Nonactive_Noninjection",14.8
"Methadone","46_47","Female","Nonactive_Injection",5.2
"Methadone","48_49","Male","Active_Noninjection",217.2
"Methadone","48_49","Male","Active_Injection",72.8
"Methadone","48_49","Male","Nonactive_Noninjection",21.6
"Methadone","48_49","Male","Nonactive_Injection",7.2
"Methadone","48_49","Female","Active_Noninjection",151.2
"Methadone","48_49","Female","Active_Injection",50.4
"Methadone","48_49","Female","Nonactive_Noninjection",14.8
"Methadone","48_49","Female","Nonactive_Injection",5.2
"Methadone","50_51","Male","Active_Noninjection",187.2
"Methadone","50_51","Male","Active_Injection",62.8
"Methadone","50_51","Male","Nonactive_Noninjection",18.4
"Methadone","50_51","Male","Nonactive_Injection",6
"Methadone","50_51","Female","Active_Noninjection",136.4
"Methadone","50_51","Female","Active_Injection",46
"Methadone","50_51","Female","Nonactive_Noninjection",13.6
"Methadone","50_51","Female","Nonactive_Injection",4.4
"Methadone","52_53","Male","Active_Noninjection",187.2
"Methadone","52_53","Male","Active_Injection",62.8
"Methadone","52_53","Male","Nonactive_Noninjection",18.4
"Methadone","52_53","Male","Nonactive_Injection",6
"Methadone","52_53","Female","Active_Noninjection",136.4
"Methadone","52_53","Female","Active_Injection",46
"Methadone","52_53","Female","Nonactive_Noninjection",13.6
"Methadone","52_53","Female","Nonactive_Injection",4.4
"Methadone","54_55","Male","Active_Noninjection",170
"Methadone","54_55","Male","Active_Injection",57
"Methadone","54_55","Male","Nonactive_Noninjection",16.8
"Methadone","54_55","Male","Nonactive_Injection",5.6
"Methadone","54_55","Female","Active_Noninjection",112.4
"Methadone","54_55","Female","Active_Injection",38
"Methadone","54_55","Female","Nonactive_Noninjection",11.2
"Methadone","54_55","Female","Nonactive_Injection",3.6
"Methadone","56_57","Male","Active_Noninjection",152.8
"Methadone","56_57","Male","Active_Injection",51.2
"Methadone","56_57","Male","Nonactive_Noninjection",15.2
"Methadone","56_57","Male","Nonactive_Injection",5.2
"Methadone","56_57","Female","Active_Noninjection",88.4
"Methadone","56_57","Female","Active_Injection",30
"Methadone","56_57","Female","Nonactive_Noninjection",8.8
"Methadone","56_57","Female","Nonactive_Injection",2.8
"Methadone","58_59","Male","Active_Noninjection",152.8
"Methadone","58_59","Male","Active_Injection",51.2
"Methadone","58_59","Male","Nonactive_Noninjection",15.2
"Methadone","58_59","Male","Nonactive_Injection",5.2
"Methadone","58_59","Female","Active_Noninjection",88.4
"Methadone","58_59","Female","Active_Injection",30
"Methadone","58_59","Female","Nonactive_Noninjection",8.8
"Methadone","58_59","Female","Nonactive_Injection",2.8
"Methadone","60_61","Male","Active_Noninjection",80.4
"Methadone","60_61","Male","Active_Injection",26.8
"Methadone","60_61","Male","Nonactive_Noninjection",8
"Methadone","60_61","Male","Nonactive_Injection",2.8
"Methadone","60_61","Female","Active_Noninjection",34.4
"Methadone","60_61","Female","Active_Injection",11.6
"Methadone","60_61","Female","Nonactive_Noninjection",3.6
"Methadone","60_61","Female","Nonactive_Injection",1.2
"Methadone","62_63","Male","Active_Noninjection",80.4
"Methadone","62_63","Male","Active_Injection",26.8
"Methadone","62_63","Male","Nonactive_Noninjection",8
"Methadone","62_63","Male","Nonactive_Injection",2.8
"Methadone","62_63","Female","Active_Noninjection",34.4
"Methadone","62_63","Female","Active_Injection",11.6
"Methadone","62_63","Female","Nonactive_Noninjection",3.6
"Methadone","62_63","Female","Nonactive_Injection",1.2
"Methadone","64_65","Male","Active_Noninjection",49.2
"Methadone","64_65","Male","Active_Injection",16.4
"Methadone","64_65","Male","Nonactive_Noninjection",4.8
"Methadone","64_65","Male","Nonactive_Injection",1.6
"Methadone","64_65","Female","Active_Noninjection",21.2
"Methadone","64_65","Female","Active_Injection",7
"Methadone","64_65","Female","Nonactive_Noninjection",2.2
"Methadone","64_65","Female","Nonactive_Injection",0.8
"Methadone","66_67","Male","Active_Noninjection",18
"Methadone","66_67","Male","Active_Injection",6
